customer_id,tenure_months,monthly_spend,support_tickets,late_payments,num_logins_30d,satisfaction_score,streaming_hours_week,contract_type,payment_method,region,uses_mobile_app,uses_addon_security,churn
ALT-0089,43,73.06,2,1,25,8.2,0.0,annual,bank_transfer,north,1,1,0
ALT-0090,62,96.92,2,1,23,5.4,0.0,monthly,card,south,0,0,0
ALT-0091,53,91.78,0,1,27,3.9,6.2,quarterly,card,metro,1,0,0
ALT-0092,66,116.94,1,5,18,5.2,10.7,quarterly,bank_transfer,metro,0,0,0
ALT-0093,62,88.29,1,0,24,9.1,6.6,quarterly,card,metro,1,0,0
ALT-0094,57,101.24,2,1,16,9.1,4.8,monthly,card,center,0,1,0
ALT-0095,49,111.53,2,1,19,3.9,20.8,monthly,card,center,1,0,0
ALT-0096,70,110.71,1,1,20,7.1,5.4,monthly,card,metro,0,0,0
ALT-0097,61,105.39,4,1,13,5.1,5.2,monthly,card,north,0,1,0
ALT-0098,21,48.54,3,0,30,6.6,5.7,annual,digital_wallet,center,0,0,0
ALT-0099,62,106.01,3,1,23,9.3,13.9,monthly,bank_transfer,south,1,1,0
ALT-0100,66,125.06,2,0,1,6.5,13.7,monthly,bank_transfer,center,0,0,0
ALT-0101,23,88.07,2,3,15,7.7,9.4,monthly,card,center,0,0,1
ALT-0102,31,84.72,1,1,22,5.1,7.8,monthly,card,center,0,0,0
ALT-0103,27,50.02,1,1,13,9.2,8.9,annual,card,metro,0,1,0
ALT-0104,44,84.3,1,0,22,4.3,4.2,monthly,card,metro,0,1,0
ALT-0105,9,38.01,3,2,22,5.6,6.4,monthly,bank_transfer,metro,1,1,0
ALT-0106,59,117.27,3,2,28,6.0,11.5,quarterly,bank_transfer,metro,1,0,0
ALT-0107,48,63.59,3,0,21,7.6,0.4,annual,card,south,1,1,0
ALT-0108,39,73.35,2,1,18,6.7,2.4,monthly,bank_transfer,metro,0,1,0
ALT-0109,62,92.57,3,0,20,7.1,5.8,quarterly,card,north,1,0,0
ALT-0110,6,65.15,1,3,6,7.4,7.6,monthly,card,north,1,0,1
ALT-0111,28,70.14,1,1,18,6.1,9.3,quarterly,card,center,0,0,0
ALT-0112,63,115.92,4,0,36,7.1,3.8,monthly,digital_wallet,center,0,1,0
ALT-0113,40,89.09,3,2,22,2.9,2.4,monthly,card,south,1,1,0
ALT-0114,32,75.06,1,0,23,3.9,4.9,monthly,digital_wallet,north,0,0,0
ALT-0115,69,99.59,4,1,10,8.3,0.8,monthly,bank_transfer,center,1,1,0
ALT-0116,49,81.15,1,0,21,6.8,3.1,monthly,bank_transfer,metro,1,1,0
ALT-0117,22,78.31,2,3,14,8.6,5.0,monthly,bank_transfer,center,1,0,1
ALT-0118,12,60.28,2,2,12,6.8,4.1,monthly,bank_transfer,metro,1,0,1
ALT-0119,18,63.19,3,1,15,5.7,4.9,quarterly,card,center,1,0,0
ALT-0120,61,115.53,5,0,20,7.2,9.2,monthly,card,south,1,0,0
ALT-0121,33,78.69,2,1,27,10.0,8.1,annual,card,south,0,0,0
ALT-0122,2,74.22,0,2,26,4.8,6.3,monthly,cash,south,0,1,0
ALT-0123,69,103.24,3,0,15,5.7,9.8,quarterly,card,center,0,1,0
ALT-0124,55,112.64,3,1,8,1.9,7.7,quarterly,cash,metro,1,0,0
ALT-0125,67,127.03,2,1,1,6.6,12.3,monthly,card,north,1,1,0
ALT-0126,61,96.6,3,1,24,7.3,7.0,monthly,card,metro,0,1,0
ALT-0127,18,73.33,1,2,12,8.0,12.8,monthly,bank_transfer,metro,1,0,0
ALT-0128,29,78.18,1,0,25,7.0,12.2,monthly,digital_wallet,center,1,0,0
ALT-0129,41,104.52,2,0,25,7.1,13.9,monthly,cash,south,1,0,0
ALT-0130,56,106.98,2,0,23,6.2,5.6,monthly,card,north,1,1,0
ALT-0131,29,99.93,5,1,30,5.3,12.4,monthly,digital_wallet,metro,1,0,0
ALT-0132,1,47.41,0,0,16,6.9,6.0,quarterly,cash,center,0,0,0
ALT-0133,32,90.05,2,1,19,4.7,5.5,monthly,card,north,0,1,0
ALT-0134,61,105.75,3,1,19,7.7,6.0,monthly,bank_transfer,south,1,0,0
ALT-0135,5,38.54,2,2,26,8.5,13.0,annual,bank_transfer,south,1,0,0
ALT-0136,9,45.78,0,1,17,3.2,3.8,quarterly,bank_transfer,center,1,1,0
ALT-0137,61,112.74,4,0,12,7.5,3.9,monthly,digital_wallet,metro,1,0,0
ALT-0138,34,50.74,2,1,26,5.3,0.0,annual,card,north,1,0,0
ALT-0139,11,69.3,2,0,26,6.5,11.7,monthly,card,south,1,1,0
ALT-0140,13,56.42,5,2,4,8.8,7.6,monthly,digital_wallet,metro,1,1,1
ALT-0141,55,86.02,4,2,19,3.8,7.4,annual,digital_wallet,south,1,1,0
ALT-0142,66,95.56,0,2,20,6.1,0.0,monthly,digital_wallet,metro,1,1,0
ALT-0143,41,85.95,2,2,8,9.5,6.4,annual,card,center,0,0,0
ALT-0144,1,60.29,1,0,21,5.4,12.7,monthly,cash,north,1,0,0
ALT-0145,15,59.8,4,1,19,4.3,8.3,monthly,card,metro,1,1,0
ALT-0146,22,66.75,1,2,19,8.9,7.2,quarterly,digital_wallet,metro,0,0,0
ALT-0147,66,76.06,6,0,4,4.3,4.3,annual,bank_transfer,center,1,0,0
ALT-0148,35,82.33,2,1,22,4.3,6.4,monthly,cash,metro,0,0,0
ALT-0149,34,89.06,3,0,10,5.5,9.4,monthly,bank_transfer,center,1,0,0
ALT-0150,12,65.8,4,0,19,4.8,5.1,monthly,card,north,0,0,1
ALT-0151,66,114.66,4,2,17,4.5,1.2,monthly,card,south,1,0,0
ALT-0152,10,49.8,5,0,19,4.9,1.4,monthly,bank_transfer,metro,1,0,1
ALT-0153,30,86.62,3,1,26,5.7,3.9,quarterly,card,metro,1,0,0
ALT-0154,10,63.65,2,0,23,3.7,14.3,monthly,bank_transfer,metro,1,0,0
ALT-0155,38,106.13,2,1,26,8.1,10.1,quarterly,bank_transfer,metro,1,1,0
ALT-0156,19,41.84,2,2,27,5.0,0.9,annual,card,metro,1,0,0
ALT-0157,70,126.19,3,0,4,5.1,16.5,monthly,digital_wallet,south,0,1,0
ALT-0158,67,128.14,3,2,17,9.2,7.7,monthly,digital_wallet,metro,0,0,0
ALT-0159,55,69.56,3,0,30,6.7,4.8,annual,bank_transfer,south,1,1,0
ALT-0160,45,67.49,1,0,23,5.9,10.6,annual,digital_wallet,center,0,1,0
ALT-0161,22,71.49,2,1,18,9.4,8.3,monthly,card,north,0,0,0
ALT-0162,12,42.91,2,3,16,7.1,6.1,annual,digital_wallet,south,1,1,0
ALT-0163,38,94.55,3,1,4,8.7,5.0,monthly,card,center,1,0,0
ALT-0164,42,101.53,2,2,26,6.0,11.6,monthly,bank_transfer,metro,1,1,0
ALT-0165,28,57.53,2,1,15,8.6,0.4,monthly,cash,north,1,1,0
ALT-0166,45,77.2,1,1,21,3.1,4.0,quarterly,card,metro,0,1,0
ALT-0167,60,89.07,1,1,18,3.3,9.8,monthly,bank_transfer,south,0,0,0
ALT-0168,17,42.77,1,0,10,7.7,4.4,quarterly,card,metro,1,1,0
ALT-0169,15,46.57,1,1,11,9.6,3.4,monthly,bank_transfer,center,0,1,0
ALT-0170,59,105.43,0,2,21,8.2,12.4,monthly,bank_transfer,north,1,0,0
ALT-0171,20,75.53,1,1,32,6.0,8.1,monthly,card,metro,1,1,0
ALT-0172,30,74.35,2,1,2,6.8,9.2,quarterly,bank_transfer,metro,0,0,0
ALT-0173,30,81.96,3,1,16,9.4,10.2,monthly,card,metro,1,0,0
ALT-0174,38,92.74,6,1,6,6.9,9.8,monthly,card,metro,0,1,1
ALT-0175,17,71.89,2,1,20,5.6,11.7,quarterly,card,metro,1,1,0
ALT-0176,29,74.69,2,1,9,5.4,11.7,monthly,bank_transfer,north,1,1,0
ALT-0177,57,108.59,3,0,19,8.2,10.6,quarterly,card,south,1,0,0
ALT-0178,65,93.39,4,2,31,5.2,0.0,quarterly,bank_transfer,center,1,1,0
ALT-0179,64,116.02,2,2,29,1.9,3.4,monthly,digital_wallet,center,1,0,0
ALT-0180,14,49.51,1,2,15,7.8,8.0,annual,digital_wallet,center,0,0,0
ALT-0181,62,116.69,4,0,13,8.4,8.8,monthly,digital_wallet,north,0,1,0
ALT-0182,48,91.38,2,0,24,5.9,4.5,monthly,bank_transfer,north,0,1,0
ALT-0183,23,68.37,4,3,21,6.0,1.4,monthly,card,metro,1,1,1
ALT-0184,27,76.39,0,0,12,7.6,10.8,monthly,cash,metro,1,0,0
ALT-0185,44,106.11,3,0,12,6.9,7.5,monthly,bank_transfer,center,1,0,0
ALT-0186,24,59.44,3,0,15,4.9,5.6,quarterly,bank_transfer,north,1,1,0
ALT-0187,2,38.28,0,0,1,7.0,4.3,monthly,card,metro,0,1,0
ALT-0188,56,131.67,5,2,13,8.4,16.7,monthly,bank_transfer,south,1,1,0
ALT-0189,33,32.33,3,0,21,8.0,0.0,annual,card,metro,1,0,0
ALT-0190,36,70.87,2,3,19,7.0,5.9,monthly,bank_transfer,center,1,1,0
ALT-0191,13,83.26,5,0,16,8.1,8.6,monthly,card,metro,1,0,1
ALT-0192,7,52.03,1,4,19,8.7,4.1,annual,card,center,1,1,0
ALT-0193,57,96.6,1,0,21,3.0,8.8,quarterly,card,north,1,1,0
ALT-0194,28,47.1,2,1,14,4.9,7.6,annual,bank_transfer,center,1,0,0
ALT-0195,5,67.94,2,2,20,5.7,12.0,monthly,card,metro,1,0,1
ALT-0196,64,125.03,0,3,23,5.8,9.4,monthly,bank_transfer,north,1,0,0
ALT-0197,39,89.76,2,0,15,8.7,9.5,monthly,card,center,1,0,0
ALT-0198,51,111.67,2,1,27,5.7,9.7,monthly,cash,metro,1,0,0
ALT-0199,43,104.27,4,0,19,5.7,9.8,monthly,cash,metro,1,0,0
ALT-0200,5,58.55,1,2,12,6.5,13.0,monthly,bank_transfer,south,1,1,0
ALT-0201,3,33.11,0,0,12,9.1,2.3,quarterly,cash,metro,0,1,0
ALT-0202,29,65.1,2,0,16,6.3,8.6,monthly,bank_transfer,metro,1,0,0
ALT-0203,18,61.07,3,0,20,8.2,8.9,monthly,card,south,0,1,0
ALT-0204,19,65.87,4,1,6,2.1,7.2,monthly,card,metro,1,0,1
ALT-0205,49,78.76,3,0,12,7.6,5.5,monthly,card,south,0,0,0
ALT-0206,17,70.84,3,1,18,4.9,13.3,monthly,digital_wallet,south,0,0,1
ALT-0207,64,105.93,2,3,23,4.4,11.5,monthly,bank_transfer,north,1,1,0
ALT-0208,5,34.85,3,0,23,6.1,8.2,annual,card,south,1,1,0
ALT-0209,64,96.29,6,0,28,6.1,11.7,annual,digital_wallet,metro,0,0,0
ALT-0210,12,48.06,1,2,22,5.3,4.5,monthly,card,center,1,0,0
ALT-0211,46,86.69,2,0,20,4.3,0.0,monthly,bank_transfer,metro,0,1,0
ALT-0212,25,84.46,1,2,10,6.1,6.0,monthly,card,south,1,0,0
ALT-0213,36,80.13,2,0,16,5.3,8.3,monthly,card,south,1,0,0
ALT-0214,52,91.54,1,0,9,6.8,6.8,quarterly,card,metro,1,0,0
ALT-0215,37,92.88,3,1,9,5.1,13.2,quarterly,bank_transfer,metro,0,0,0
ALT-0216,9,50.72,0,0,12,2.3,9.5,monthly,bank_transfer,metro,1,1,0
ALT-0217,16,81.71,2,3,25,7.2,8.8,monthly,digital_wallet,south,0,0,1
ALT-0218,67,106.08,3,0,25,5.1,12.0,quarterly,bank_transfer,center,1,0,0
ALT-0219,8,71.28,2,0,17,9.1,6.0,monthly,digital_wallet,center,0,0,0
ALT-0220,38,89.2,2,0,22,6.3,13.2,annual,cash,metro,1,1,0
ALT-0221,17,68.82,3,1,17,6.4,5.5,monthly,bank_transfer,south,0,0,1
ALT-0222,55,105.34,4,0,17,4.2,14.3,monthly,bank_transfer,metro,1,1,0
ALT-0223,35,87.73,3,0,17,2.7,10.6,quarterly,card,center,0,1,0
ALT-0224,24,52.23,2,1,8,5.6,5.0,annual,cash,north,1,0,0
ALT-0225,11,57.39,1,0,10,7.8,13.1,monthly,bank_transfer,metro,1,0,0
ALT-0226,56,71.51,1,0,34,4.7,3.2,annual,bank_transfer,south,1,0,0
ALT-0227,53,90.94,5,0,22,1.6,9.1,monthly,bank_transfer,metro,1,0,0
ALT-0228,65,115.08,6,1,23,6.0,5.4,monthly,card,metro,0,1,0
ALT-0229,32,73.7,2,1,8,5.0,0.3,monthly,digital_wallet,metro,1,0,0
ALT-0230,8,66.85,2,1,15,6.0,6.3,monthly,cash,center,1,0,1
ALT-0231,18,30.27,3,1,9,9.4,5.6,annual,card,south,1,1,0
ALT-0232,27,82.71,3,1,18,5.7,6.6,annual,bank_transfer,north,1,0,0
ALT-0233,43,80.2,3,1,25,7.3,3.6,monthly,cash,north,1,0,0
ALT-0234,49,90.75,0,1,23,7.8,11.7,quarterly,card,south,1,0,0
ALT-0235,66,112.94,2,1,12,7.3,12.8,quarterly,card,center,0,0,0
ALT-0236,67,99.78,3,1,7,7.2,7.0,annual,card,center,1,1,0
ALT-0237,50,116.49,2,2,24,2.5,14.1,monthly,cash,center,1,0,0
ALT-0238,36,96.97,3,1,14,8.1,6.4,monthly,cash,center,1,1,0
ALT-0239,67,110.18,3,0,21,4.3,13.2,quarterly,cash,center,1,0,0
ALT-0240,48,73.75,2,0,11,4.9,5.9,quarterly,card,metro,1,0,0
ALT-0241,41,72.34,2,0,22,5.2,2.1,quarterly,bank_transfer,center,1,1,0
ALT-0242,30,52.58,0,4,19,6.6,7.2,annual,bank_transfer,south,0,1,0
ALT-0243,36,113.65,1,2,19,6.7,9.8,monthly,digital_wallet,south,1,1,0
ALT-0244,45,93.21,0,1,26,7.1,10.4,monthly,card,center,1,0,0
ALT-0245,21,76.47,3,1,23,9.8,7.7,monthly,card,metro,1,1,0
ALT-0246,41,106.2,1,0,21,4.9,15.4,monthly,card,north,1,1,0
ALT-0247,1,62.0,1,3,25,4.9,15.0,monthly,digital_wallet,north,1,1,0
ALT-0248,68,116.48,4,0,22,7.6,5.7,monthly,cash,metro,1,0,0
ALT-0249,12,62.21,1,0,15,5.2,10.1,monthly,bank_transfer,south,1,1,0
ALT-0250,45,121.68,2,3,26,9.1,7.0,monthly,digital_wallet,north,1,0,0
ALT-0251,1,51.66,2,0,19,6.0,9.7,monthly,card,center,1,0,0
ALT-0252,13,54.49,2,2,23,5.3,5.8,quarterly,bank_transfer,metro,1,0,0
ALT-0253,10,65.06,1,2,22,8.0,9.0,monthly,card,north,0,0,0
ALT-0254,37,80.75,1,0,28,5.6,7.8,annual,bank_transfer,north,0,0,0
ALT-0255,70,116.6,2,1,15,7.7,10.6,monthly,digital_wallet,metro,1,1,0
ALT-0256,68,99.62,2,0,20,7.4,8.7,monthly,card,center,0,1,0
ALT-0257,27,79.06,4,1,12,6.0,12.3,quarterly,bank_transfer,center,0,0,0
ALT-0258,51,88.45,0,1,22,5.8,7.8,monthly,card,north,1,1,0
ALT-0259,25,53.68,2,2,17,7.5,8.1,annual,digital_wallet,center,1,0,0
ALT-0260,20,53.26,2,3,29,5.0,4.2,quarterly,bank_transfer,metro,1,1,0
ALT-0261,31,59.93,0,2,25,3.9,7.3,annual,bank_transfer,metro,0,0,0
ALT-0262,59,105.57,1,0,19,5.3,4.9,monthly,card,north,0,0,0
ALT-0263,65,105.61,1,0,11,4.4,4.1,monthly,bank_transfer,north,0,1,0
ALT-0264,49,102.11,2,1,19,4.0,9.8,monthly,card,center,1,1,0
ALT-0265,1,52.43,1,0,8,5.3,11.1,monthly,card,metro,1,0,0
ALT-0266,30,97.44,3,2,18,6.9,7.8,monthly,card,south,0,0,1
ALT-0267,10,41.14,1,0,20,9.9,6.6,monthly,card,south,1,1,0
ALT-0268,7,37.74,0,1,19,7.6,3.6,quarterly,bank_transfer,north,1,0,0
ALT-0269,53,74.15,2,0,27,5.4,8.9,annual,bank_transfer,north,1,1,0
ALT-0270,3,60.28,1,1,16,3.5,5.8,monthly,card,metro,1,1,0
ALT-0271,2,26.09,2,0,30,4.5,8.7,annual,digital_wallet,metro,1,1,0
ALT-0272,71,115.63,2,0,19,5.4,5.5,monthly,card,metro,0,1,0
ALT-0273,24,75.32,3,0,24,8.9,15.0,monthly,bank_transfer,north,0,0,0
ALT-0274,46,89.68,3,1,19,7.2,8.3,quarterly,digital_wallet,south,0,0,0
ALT-0275,9,43.69,1,0,18,6.2,5.1,monthly,bank_transfer,metro,0,0,0
ALT-0276,16,33.45,1,1,18,5.2,2.3,annual,digital_wallet,south,1,0,0
ALT-0277,1,52.41,1,2,18,9.2,9.4,monthly,digital_wallet,south,1,0,0
ALT-0278,20,97.1,1,3,25,4.8,14.0,monthly,card,south,0,0,1
ALT-0279,45,72.45,0,3,12,9.6,2.0,quarterly,card,metro,1,1,0
ALT-0280,21,74.41,1,1,10,8.5,10.2,monthly,card,north,0,0,0
ALT-0281,57,91.87,2,0,18,7.7,7.2,annual,card,north,1,1,0
ALT-0282,52,100.68,2,1,29,9.9,8.0,monthly,digital_wallet,south,1,1,0
ALT-0283,63,122.12,2,0,30,9.2,9.2,monthly,card,center,1,1,0
ALT-0284,24,74.6,2,0,18,5.4,7.1,monthly,card,north,1,0,0
ALT-0285,28,76.5,2,2,27,6.9,7.1,monthly,digital_wallet,south,1,0,0
ALT-0286,55,97.35,3,0,17,9.8,8.9,monthly,cash,center,1,0,0
ALT-0287,33,81.19,3,1,18,7.3,6.5,monthly,bank_transfer,north,0,1,0
ALT-0288,65,113.5,0,3,31,7.4,3.7,monthly,digital_wallet,south,0,0,0
ALT-0289,41,72.03,3,2,35,8.6,9.6,annual,card,south,0,0,0
ALT-0290,39,55.59,2,1,23,7.5,1.4,quarterly,cash,metro,1,0,0
ALT-0291,11,42.62,3,0,5,3.0,2.2,monthly,bank_transfer,center,1,1,1
ALT-0292,3,39.73,2,1,10,7.2,9.6,annual,card,center,1,1,0
ALT-0293,44,95.63,3,2,20,8.0,4.3,monthly,cash,center,1,0,0
ALT-0294,60,75.93,3,2,30,8.0,1.1,quarterly,digital_wallet,center,0,0,0
ALT-0295,39,99.66,2,1,12,6.5,16.9,quarterly,card,south,0,1,0
ALT-0296,40,113.17,0,5,17,8.4,15.7,monthly,bank_transfer,center,1,1,0
ALT-0297,5,41.15,4,0,25,6.7,9.6,monthly,card,center,1,0,0
ALT-0298,11,27.59,3,0,8,8.9,7.8,annual,card,metro,1,0,0
ALT-0299,55,106.05,2,1,14,6.5,10.5,monthly,bank_transfer,metro,1,0,0
ALT-0300,21,77.74,2,1,27,7.4,13.5,monthly,card,center,0,1,0
ALT-0301,51,94.66,0,0,23,3.8,10.0,monthly,card,north,1,1,0
ALT-0302,19,63.28,0,1,35,5.8,6.1,monthly,cash,south,1,1,0
ALT-0303,16,68.74,1,0,17,9.2,15.0,monthly,card,metro,1,0,0
ALT-0304,50,103.35,2,0,33,8.9,5.2,monthly,digital_wallet,south,0,0,0
ALT-0305,71,114.85,2,4,12,5.9,5.3,monthly,bank_transfer,south,0,1,0
ALT-0306,45,92.12,2,0,21,5.7,8.1,monthly,bank_transfer,center,1,1,0
ALT-0307,31,82.12,1,2,15,8.7,9.8,monthly,card,south,0,0,0
ALT-0308,65,106.01,3,0,11,7.6,8.1,quarterly,card,center,1,0,0
ALT-0309,47,84.85,3,0,15,5.7,0.1,monthly,bank_transfer,center,1,0,0
ALT-0310,32,80.03,4,1,10,10.0,9.1,quarterly,bank_transfer,metro,1,0,0
ALT-0311,63,105.45,1,0,34,10.0,8.3,monthly,digital_wallet,south,0,0,0
ALT-0312,16,47.01,2,0,25,4.6,14.7,annual,card,metro,0,1,0
ALT-0313,60,102.45,2,0,6,7.5,4.4,monthly,bank_transfer,center,1,0,0
ALT-0314,13,64.64,1,1,20,6.0,9.3,monthly,bank_transfer,south,0,0,0
ALT-0315,17,40.23,2,1,16,7.5,0.7,annual,card,center,0,0,0
