customer_id,tenure_months,monthly_spend,support_tickets,late_payments,num_logins_30d,satisfaction_score,streaming_hours_week,contract_type,payment_method,region,uses_mobile_app,uses_addon_security,churn
CUST-0131,29,58.11,1,0,33,9,10.3,Bienal,Transferencia,Norte,1,1,0
CUST-0132,18,61.15,4,1,19,7,1.8,Mensual,Tarjeta,Occidente,1,0,0
CUST-0133,14,73.83,2,3,27,6,11.1,Mensual,Billetera,Sur,1,0,0
CUST-0134,38,52.21,3,0,18,8,9.6,Mensual,Débito,Centro,0,1,0
CUST-0135,15,59.16,3,1,28,6,17.7,Mensual,Billetera,Norte,1,0,0
CUST-0136,33,52.55,1,0,23,10,11.6,Anual,Tarjeta,Norte,1,1,0
CUST-0137,1,57.32,6,3,12,6,5.2,Mensual,Débito,Centro,1,0,1
CUST-0138,7,67.79,2,0,32,8,9.0,Mensual,Billetera,Sur,1,0,0
CUST-0139,1,35.88,1,5,14,3,4.6,Mensual,Transferencia,Centro,1,0,1
CUST-0140,48,78.07,1,0,22,8,7.0,Anual,Tarjeta,Occidente,1,1,0
CUST-0141,18,76.33,0,1,24,5,15.0,Anual,Billetera,Sur,1,0,0
CUST-0142,18,85.21,2,0,34,8,11.8,Anual,Billetera,Occidente,1,0,0
CUST-0143,10,70.66,6,4,6,3,2.3,Mensual,Transferencia,Norte,0,0,1
CUST-0144,11,67.44,2,0,32,6,10.6,Anual,Tarjeta,Centro,1,1,0
CUST-0145,24,52.4,3,0,32,8,7.1,Anual,Tarjeta,Centro,1,0,0
CUST-0146,30,45.18,2,1,29,10,9.5,Bienal,Tarjeta,Occidente,1,1,0
CUST-0147,37,32.72,2,2,25,7,7.6,Bienal,Débito,Occidente,0,0,0
CUST-0148,11,60.39,1,1,23,7,11.3,Mensual,Tarjeta,Centro,1,1,0
CUST-0149,28,55.87,1,0,30,9,10.8,Anual,Billetera,Norte,1,1,0
CUST-0150,38,39.11,1,0,22,8,8.5,Bienal,Billetera,Sur,0,1,0
CUST-0151,7,97.94,6,2,11,4,1.9,Mensual,Transferencia,Sur,0,0,1
CUST-0152,14,81.08,1,2,18,7,5.3,Mensual,Tarjeta,Centro,1,0,0
CUST-0153,46,60.7,1,0,29,7,10.1,Anual,Tarjeta,Centro,1,1,0
CUST-0154,27,51.5,3,2,32,7,25.8,Anual,Billetera,Occidente,1,0,0
CUST-0155,32,28.2,0,0,27,7,6.9,Anual,Débito,Occidente,1,1,0
CUST-0156,6,71.0,4,1,37,7,12.3,Bienal,Billetera,Occidente,1,1,0
CUST-0157,37,23.8,1,0,12,10,8.9,Mensual,Tarjeta,Occidente,1,0,0
CUST-0158,25,71.64,0,2,18,4,13.3,Anual,Billetera,Sur,0,0,0
CUST-0159,18,76.32,3,1,29,8,16.8,Anual,Billetera,Centro,1,0,0
CUST-0160,7,52.66,1,3,34,5,17.6,Bienal,Tarjeta,Norte,1,0,0
CUST-0161,34,38.82,4,1,35,8,7.7,Mensual,Transferencia,Occidente,1,1,0
CUST-0162,21,71.35,5,1,13,6,4.7,Mensual,Transferencia,Norte,0,0,0
CUST-0163,42,46.13,1,0,3,9,7.6,Anual,Transferencia,Sur,1,0,0
CUST-0164,29,30.11,1,1,21,7,14.0,Anual,Tarjeta,Centro,1,0,0
CUST-0165,18,66.89,1,1,30,7,13.0,Mensual,Billetera,Centro,1,0,0
CUST-0166,26,50.2,0,0,16,8,12.1,Mensual,Transferencia,Centro,1,1,0
CUST-0167,18,88.39,1,3,17,5,3.8,Mensual,Tarjeta,Occidente,0,0,0
CUST-0168,9,57.34,2,3,22,5,6.1,Mensual,Transferencia,Occidente,1,0,0
CUST-0169,32,57.83,2,0,31,6,4.5,Bienal,Transferencia,Centro,0,1,0
CUST-0170,6,91.0,5,2,4,5,5.4,Mensual,Transferencia,Centro,1,0,1
CUST-0171,51,48.01,1,0,23,6,13.3,Anual,Débito,Centro,1,1,0
CUST-0172,20,68.51,5,1,20,6,6.0,Mensual,Tarjeta,Sur,1,1,0
CUST-0173,43,43.93,2,0,6,8,5.9,Anual,Tarjeta,Sur,1,0,0
CUST-0174,5,73.56,1,3,7,5,6.3,Mensual,Tarjeta,Sur,1,0,0
CUST-0175,30,78.12,1,1,31,7,10.5,Mensual,Transferencia,Occidente,1,0,0
CUST-0176,38,51.75,1,0,15,8,8.0,Mensual,Débito,Norte,1,1,0
CUST-0177,28,23.17,2,1,30,7,13.8,Anual,Transferencia,Centro,1,1,0
CUST-0178,19,64.52,5,3,10,5,8.1,Mensual,Débito,Sur,1,0,0
CUST-0179,13,110.3,1,1,12,3,7.1,Mensual,Débito,Centro,0,0,1
CUST-0180,1,81.64,1,1,25,7,19.1,Mensual,Billetera,Centro,1,0,0
CUST-0181,8,89.59,1,2,0,5,7.0,Anual,Billetera,Norte,0,0,0
CUST-0182,1,83.6,7,2,9,5,6.6,Mensual,Débito,Centro,1,0,1
CUST-0183,20,58.61,2,2,38,9,15.0,Mensual,Tarjeta,Centro,1,1,0
CUST-0184,48,35.32,1,0,20,7,7.3,Anual,Tarjeta,Occidente,1,0,0
CUST-0185,17,64.01,1,1,35,6,7.9,Anual,Billetera,Norte,1,0,0
CUST-0186,1,47.34,3,1,29,6,11.8,Mensual,Débito,Sur,1,1,0
CUST-0187,29,50.75,0,0,24,7,6.2,Anual,Tarjeta,Sur,1,0,0
CUST-0188,48,58.54,2,0,20,9,9.5,Anual,Billetera,Centro,1,1,0
CUST-0189,32,64.51,1,0,25,5,6.0,Mensual,Billetera,Centro,1,0,0
CUST-0190,32,53.33,1,0,24,9,7.5,Bienal,Tarjeta,Sur,1,1,0
CUST-0191,5,87.93,7,0,11,1,2.7,Anual,Transferencia,Centro,1,0,1
CUST-0192,37,45.08,0,1,6,8,9.0,Anual,Billetera,Centro,1,1,0
CUST-0193,32,48.06,0,1,14,7,3.8,Bienal,Transferencia,Centro,1,0,0
CUST-0194,12,93.38,4,2,5,6,1.0,Mensual,Transferencia,Occidente,1,0,1
CUST-0195,31,57.58,1,0,24,8,12.7,Anual,Tarjeta,Occidente,1,1,0
CUST-0196,55,55.95,0,0,29,8,12.4,Anual,Transferencia,Sur,1,0,0
CUST-0197,18,71.14,3,1,26,7,12.3,Anual,Débito,Sur,1,0,0
CUST-0198,9,88.45,4,5,3,2,2.2,Mensual,Débito,Occidente,1,0,1
CUST-0199,38,51.25,1,0,23,9,11.7,Anual,Débito,Sur,1,1,0
CUST-0200,14,46.18,1,2,11,9,11.0,Anual,Tarjeta,Sur,1,0,0
CUST-0201,18,45.19,3,0,36,7,14.1,Mensual,Billetera,Occidente,1,1,0
CUST-0202,8,82.07,4,2,10,6,8.7,Mensual,Billetera,Occidente,0,0,0
CUST-0203,36,81.61,2,0,24,7,13.4,Anual,Débito,Occidente,1,0,0
CUST-0204,44,44.95,1,0,12,9,12.6,Anual,Billetera,Norte,1,1,0
CUST-0205,39,44.37,2,0,16,8,7.4,Anual,Billetera,Centro,1,1,0
CUST-0206,33,59.13,1,0,9,9,15.2,Anual,Tarjeta,Sur,1,0,0
CUST-0207,36,43.14,2,1,26,8,4.8,Anual,Billetera,Sur,1,0,0
CUST-0208,28,52.31,1,2,32,7,13.1,Anual,Tarjeta,Sur,1,0,0
CUST-0209,38,61.93,1,0,16,8,8.1,Bienal,Débito,Norte,1,1,0
CUST-0210,10,67.53,1,1,29,7,10.3,Mensual,Billetera,Sur,1,1,0
CUST-0211,14,47.35,3,1,38,8,17.0,Mensual,Transferencia,Sur,1,1,0
CUST-0212,7,63.08,3,1,22,5,12.0,Anual,Tarjeta,Norte,1,1,1
CUST-0213,33,45.73,1,0,15,9,6.1,Anual,Débito,Occidente,1,0,0
CUST-0214,19,69.39,6,1,5,4,5.5,Mensual,Billetera,Norte,1,0,1
CUST-0215,36,67.57,2,0,28,8,21.2,Anual,Tarjeta,Norte,1,0,0
CUST-0216,18,50.75,3,0,28,7,15.2,Mensual,Billetera,Sur,1,1,0
CUST-0217,35,31.93,2,0,27,9,9.8,Anual,Transferencia,Sur,0,0,0
CUST-0218,30,53.96,2,1,20,9,4.0,Mensual,Débito,Occidente,0,0,0
CUST-0219,10,78.84,5,2,20,5,2.7,Mensual,Transferencia,Centro,1,0,0
CUST-0220,32,43.82,1,0,40,9,3.8,Mensual,Tarjeta,Norte,1,0,0
CUST-0221,22,51.75,1,0,24,7,9.3,Anual,Billetera,Centro,1,1,0
CUST-0222,7,54.0,1,2,18,6,6.1,Mensual,Tarjeta,Centro,1,0,0
CUST-0223,14,71.06,1,2,36,4,17.4,Anual,Débito,Occidente,1,0,0
CUST-0224,8,93.62,5,1,9,6,3.2,Anual,Billetera,Centro,1,0,1
CUST-0225,45,52.9,1,1,35,9,5.2,Mensual,Tarjeta,Norte,1,1,0
CUST-0226,14,87.57,5,1,7,6,3.3,Mensual,Transferencia,Norte,1,0,1
CUST-0227,38,37.06,1,1,17,9,14.3,Anual,Billetera,Norte,1,1,0
CUST-0228,11,62.37,6,0,30,6,17.4,Mensual,Billetera,Centro,1,1,0
CUST-0229,27,74.39,4,1,30,9,20.1,Mensual,Billetera,Sur,1,0,0
CUST-0230,52,62.23,0,0,31,8,12.4,Mensual,Tarjeta,Centro,1,0,0
CUST-0231,20,66.21,1,0,26,9,6.5,Anual,Tarjeta,Centro,0,0,0
CUST-0232,28,50.65,1,0,39,7,14.4,Anual,Billetera,Centro,1,1,0
CUST-0233,11,94.15,4,2,6,5,9.5,Mensual,Billetera,Norte,1,1,0
CUST-0234,5,38.72,3,0,34,8,4.9,Bienal,Billetera,Centro,1,0,0
CUST-0235,19,49.47,0,4,16,7,0.6,Mensual,Transferencia,Centro,1,0,0
CUST-0236,9,77.28,3,2,12,3,8.1,Mensual,Tarjeta,Norte,0,1,1
CUST-0237,33,33.04,1,1,11,8,12.9,Anual,Tarjeta,Sur,1,0,0
CUST-0238,14,44.59,4,4,19,5,7.8,Anual,Billetera,Sur,1,1,0
CUST-0239,24,56.62,0,1,19,8,13.3,Bienal,Transferencia,Sur,1,1,0
CUST-0240,31,20.75,0,0,30,8,7.2,Anual,Débito,Norte,1,1,0
CUST-0241,5,79.33,3,4,1,4,4.1,Mensual,Billetera,Centro,1,0,1
CUST-0242,15,63.49,4,1,6,6,5.1,Anual,Transferencia,Occidente,0,0,0
CUST-0243,20,50.59,1,0,23,10,14.1,Anual,Tarjeta,Sur,1,1,0
CUST-0244,12,60.41,2,1,41,10,13.8,Bienal,Tarjeta,Occidente,1,1,0
CUST-0245,19,75.97,2,2,26,6,16.1,Mensual,Billetera,Occidente,1,1,0
CUST-0246,7,92.1,7,3,21,7,7.0,Anual,Transferencia,Sur,0,0,0
CUST-0247,22,76.82,4,0,29,7,13.9,Anual,Tarjeta,Centro,1,1,0
CUST-0248,38,15.0,1,0,36,5,11.8,Mensual,Tarjeta,Centro,1,1,0
CUST-0249,29,26.66,0,2,11,7,4.2,Mensual,Transferencia,Occidente,1,0,0
CUST-0250,32,25.6,2,1,21,8,12.0,Mensual,Débito,Centro,1,0,0
CUST-0251,21,63.42,1,2,31,8,9.9,Mensual,Billetera,Sur,1,0,0
CUST-0252,20,88.81,5,2,7,2,4.4,Mensual,Tarjeta,Centro,1,0,1
CUST-0253,38,51.0,1,0,27,10,4.5,Anual,Tarjeta,Norte,1,0,0
CUST-0254,42,49.2,1,0,10,7,12.4,Mensual,Transferencia,Norte,1,0,0
CUST-0255,13,54.43,0,0,33,9,12.4,Anual,Tarjeta,Norte,1,0,0
CUST-0256,11,61.05,1,0,38,6,13.0,Bienal,Tarjeta,Occidente,1,0,0
CUST-0257,6,112.69,1,4,14,5,8.3,Mensual,Transferencia,Centro,1,0,0
CUST-0258,30,30.55,1,0,38,9,6.3,Anual,Transferencia,Occidente,0,1,0
CUST-0259,23,53.7,0,0,25,7,10.2,Bienal,Transferencia,Sur,1,1,0
CUST-0260,9,60.75,0,1,33,7,15.5,Mensual,Tarjeta,Centro,1,0,0
CUST-0261,29,33.05,0,0,8,9,11.9,Anual,Transferencia,Centro,1,0,0
CUST-0262,5,74.85,5,4,16,7,6.8,Mensual,Billetera,Centro,1,0,0
CUST-0263,30,58.36,1,1,33,7,10.4,Anual,Débito,Sur,1,0,0
CUST-0264,35,78.37,0,0,13,9,7.5,Mensual,Transferencia,Occidente,0,0,0
CUST-0265,10,92.09,2,2,21,8,8.5,Anual,Billetera,Centro,1,0,0
CUST-0266,34,45.07,2,0,37,8,9.2,Bienal,Débito,Occidente,1,1,0
CUST-0267,32,55.34,3,0,22,10,17.1,Bienal,Tarjeta,Centro,1,0,0
CUST-0268,35,55.35,2,0,14,7,11.3,Anual,Débito,Norte,1,0,0
CUST-0269,47,27.12,1,0,45,6,11.1,Anual,Tarjeta,Centro,1,1,0
CUST-0270,42,31.62,4,0,33,7,8.7,Anual,Billetera,Centro,1,1,0
CUST-0271,48,49.04,0,0,19,7,6.7,Anual,Tarjeta,Norte,1,1,0
CUST-0272,32,43.22,0,0,7,9,9.7,Anual,Débito,Norte,1,1,0
CUST-0273,18,51.7,1,1,28,7,4.7,Anual,Débito,Norte,1,1,0
CUST-0274,10,48.31,2,2,28,7,6.7,Mensual,Transferencia,Centro,1,0,0
CUST-0275,32,84.6,1,1,33,6,15.0,Anual,Débito,Sur,1,0,0
CUST-0276,43,42.6,0,0,18,8,5.4,Mensual,Débito,Centro,1,1,0
CUST-0277,22,46.19,1,1,27,10,10.1,Bienal,Transferencia,Norte,1,1,0
CUST-0278,25,67.35,1,1,44,5,8.8,Mensual,Billetera,Centro,1,1,0
CUST-0279,15,110.62,3,1,17,6,2.8,Mensual,Transferencia,Occidente,1,0,0
CUST-0280,13,81.14,3,1,11,4,6.4,Anual,Tarjeta,Sur,1,1,0
CUST-0281,45,60.33,0,0,12,9,10.5,Mensual,Tarjeta,Sur,1,1,0
CUST-0282,17,57.83,2,1,37,8,14.9,Anual,Transferencia,Occidente,1,1,0
CUST-0283,48,41.3,1,0,38,10,4.0,Anual,Transferencia,Occidente,1,0,0
CUST-0284,28,68.37,2,0,40,9,3.5,Anual,Transferencia,Sur,1,1,0
CUST-0285,11,63.51,2,0,16,6,16.0,Bienal,Billetera,Occidente,1,1,0
CUST-0286,43,33.08,2,1,30,9,6.8,Bienal,Débito,Centro,1,1,0
CUST-0287,16,65.93,1,0,18,9,12.0,Anual,Tarjeta,Centro,0,1,0
CUST-0288,26,66.82,2,1,23,9,7.0,Anual,Débito,Centro,1,0,0
CUST-0289,15,60.43,2,0,29,6,16.9,Anual,Billetera,Centro,1,1,0
CUST-0290,31,57.62,2,0,14,8,5.7,Anual,Débito,Sur,1,1,0
CUST-0291,2,85.72,3,0,14,9,4.9,Mensual,Débito,Occidente,1,0,0
CUST-0292,60,56.47,0,0,13,9,6.1,Mensual,Tarjeta,Centro,1,1,0
CUST-0293,2,44.31,6,2,1,8,0.3,Mensual,Transferencia,Occidente,1,1,1
CUST-0294,37,55.6,0,0,23,7,6.2,Mensual,Billetera,Occidente,1,0,0
CUST-0295,28,75.81,4,2,0,5,1.4,Mensual,Billetera,Sur,1,0,1
CUST-0296,4,99.39,3,1,23,4,9.6,Mensual,Billetera,Centro,1,0,1
CUST-0297,23,73.34,2,2,20,6,11.1,Mensual,Transferencia,Sur,0,0,0
CUST-0298,13,76.96,2,3,1,4,6.4,Mensual,Billetera,Norte,0,0,1
CUST-0299,28,43.99,4,2,26,6,7.5,Mensual,Billetera,Centro,1,0,0
CUST-0300,3,47.79,1,1,29,8,1.3,Mensual,Débito,Sur,1,0,0
CUST-0301,3,81.63,1,0,28,9,13.4,Mensual,Billetera,Norte,1,1,0
CUST-0302,35,63.87,0,0,37,10,9.0,Bienal,Transferencia,Centro,1,0,0
CUST-0303,17,53.03,0,2,39,8,10.9,Mensual,Billetera,Sur,1,1,0
CUST-0304,31,73.67,1,1,23,7,3.6,Mensual,Tarjeta,Occidente,1,0,0
