timestamp,temp_C,humidity_pct,wind_kmh,rain_mm
2023-01-03 14:00:00,16.877,76.074,13.979,0.0
2023-01-03 15:00:00,16.569,77.867,12.659,0.0
2023-01-03 16:00:00,17.332,80.163,13.811,
2023-01-03 17:00:00,14.513,82.693,17.084,0.0
2023-01-03 18:00:00,14.111,83.847,11.918,0.0
2023-01-03 19:00:00,15.117,82.733,10.743,0.0
2023-01-03 20:00:00,12.995,83.559,14.697,1.228
2023-01-03 21:00:00,13.376,85.955,12.524,0.0
2023-01-03 22:00:00,14.169,86.99,12.638,0.0
2023-01-03 23:00:00,14.448,86.401,15.423,0.0
2023-01-04 00:00:00,15.034,81.716,13.41,0.0
2023-01-04 01:00:00,15.497,76.861,10.646,0.0
2023-01-04 02:00:00,16.885,79.376,16.294,0.0
2023-01-04 03:00:00,17.395,77.798,14.043,0.666
2023-01-04 04:00:00,17.823,75.997,13.334,0.0
2023-01-04 05:00:00,17.581,75.794,15.289,0.0
2023-01-04 06:00:00,18.095,71.74,15.123,
2023-01-04 07:00:00,17.637,72.595,13.894,0.0
2023-01-04 08:00:00,19.647,65.218,16.484,0.0
2023-01-04 09:00:00,17.881,76.657,13.528,0.0
2023-01-04 10:00:00,19.56,72.021,15.841,0.0
2023-01-04 11:00:00,19.833,71.706,15.031,0.0
2023-01-04 12:00:00,17.224,75.083,16.601,0.149
2023-01-04 13:00:00,16.784,74.182,16.542,
2023-01-04 14:00:00,16.139,74.266,14.53,0.0
2023-01-04 15:00:00,16.227,80.192,15.038,0.428
2023-01-04 16:00:00,14.233,79.483,18.478,0.0
2023-01-04 17:00:00,14.006,78.726,17.204,0.0
2023-01-04 18:00:00,13.11,83.693,17.238,0.0
2023-01-04 19:00:00,12.835,83.785,17.437,
2023-01-04 20:00:00,13.635,84.015,16.397,0.0
2023-01-04 21:00:00,11.978,82.109,13.674,0.0
2023-01-04 22:00:00,12.83,85.595,15.216,0.0
2023-01-04 23:00:00,13.289,79.232,15.462,0.0
2023-01-05 00:00:00,14.188,83.023,15.861,0.0
2023-01-05 01:00:00,13.322,83.556,12.403,0.0
2023-01-05 02:00:00,15.695,75.135,17.746,0.0
2023-01-05 03:00:00,15.963,76.722,14.411,0.0
2023-01-05 04:00:00,16.998,69.416,16.388,0.0
2023-01-05 05:00:00,17.096,73.104,11.779,0.0
2023-01-05 06:00:00,16.442,66.959,15.512,0.0
2023-01-05 07:00:00,17.524,67.094,13.543,0.0
2023-01-05 08:00:00,18.753,,16.4,0.0
2023-01-05 09:00:00,18.21,73.216,13.332,0.0
2023-01-05 10:00:00,17.951,71.85,16.165,0.76
2023-01-05 11:00:00,18.85,70.455,15.972,0.228
2023-01-05 12:00:00,18.581,69.842,12.327,0.0
2023-01-05 13:00:00,16.327,73.345,12.334,0.0
2023-01-05 14:00:00,,81.523,12.524,1.816
2023-01-05 15:00:00,13.379,80.203,13.394,0.576
2023-01-05 16:00:00,12.552,73.887,13.686,0.0
2023-01-05 17:00:00,13.877,76.953,11.669,0.0
2023-01-05 18:00:00,12.488,75.991,12.272,0.0
2023-01-05 19:00:00,12.637,82.386,12.617,0.122
2023-01-05 20:00:00,12.339,80.381,13.505,0.0
2023-01-05 21:00:00,11.864,76.848,11.248,0.064
2023-01-05 22:00:00,12.559,80.278,12.857,0.0
2023-01-05 23:00:00,12.535,78.602,13.058,0.0
2023-01-06 00:00:00,11.875,75.84,13.681,1.141
2023-01-06 01:00:00,13.752,76.436,,0.0
2023-01-06 02:00:00,14.468,78.321,13.972,0.0
2023-01-06 03:00:00,16.398,71.596,14.234,0.0
2023-01-06 04:00:00,15.086,71.602,12.552,0.0
2023-01-06 05:00:00,16.581,67.121,12.055,0.0
2023-01-06 06:00:00,16.85,68.751,12.808,0.052
2023-01-06 07:00:00,17.477,72.861,11.406,0.0
2023-01-06 08:00:00,18.972,69.992,11.963,
2023-01-06 09:00:00,18.115,66.293,13.489,0.0
2023-01-06 10:00:00,17.363,66.866,11.711,
2023-01-06 11:00:00,17.444,72.763,11.861,0.01
2023-01-06 12:00:00,17.354,69.835,12.089,0.0
2023-01-06 13:00:00,15.473,70.012,12.631,0.0
2023-01-06 14:00:00,15.251,76.125,14.014,0.0
2023-01-06 15:00:00,15.747,73.26,,0.0
2023-01-06 16:00:00,14.518,73.839,10.786,0.0
2023-01-06 17:00:00,13.21,,12.933,0.0
2023-01-06 18:00:00,12.348,74.647,12.899,0.0
2023-01-06 19:00:00,12.173,77.885,14.434,0.0
2023-01-06 20:00:00,10.98,77.319,15.0,0.0
2023-01-06 21:00:00,12.714,79.945,12.996,0.0
2023-01-06 22:00:00,12.485,78.836,13.049,0.0
2023-01-06 23:00:00,12.73,83.55,,0.0
2023-01-07 00:00:00,12.281,79.221,14.905,0.0
2023-01-07 01:00:00,13.377,75.98,14.887,0.0
2023-01-07 02:00:00,15.015,75.974,14.326,0.0
2023-01-07 03:00:00,15.649,72.129,12.635,0.0
2023-01-07 04:00:00,15.919,71.901,14.56,0.0
2023-01-07 05:00:00,17.349,71.381,14.22,0.132
2023-01-07 06:00:00,18.266,69.829,,0.0
2023-01-07 07:00:00,17.594,71.602,,0.131
2023-01-07 08:00:00,17.969,68.682,12.927,0.0
2023-01-07 09:00:00,17.805,64.991,14.225,0.222
2023-01-07 10:00:00,17.476,68.024,11.366,
2023-01-07 11:00:00,18.522,,,0.0
2023-01-07 12:00:00,17.834,74.65,18.337,0.0
2023-01-07 13:00:00,17.096,64.943,13.036,0.059
2023-01-07 14:00:00,15.333,71.307,,0.0
2023-01-07 15:00:00,14.682,74.605,15.771,0.0
2023-01-07 16:00:00,14.645,72.034,15.159,0.0
2023-01-07 17:00:00,13.751,,17.152,0.019
2023-01-07 18:00:00,13.59,80.015,13.867,0.0
2023-01-07 19:00:00,12.639,74.493,16.377,0.0
2023-01-07 20:00:00,13.394,80.956,15.115,0.0
2023-01-07 21:00:00,14.205,77.742,15.544,0.598
2023-01-07 22:00:00,14.241,77.009,13.227,0.0
2023-01-07 23:00:00,14.691,82.848,15.404,0.0
2023-01-08 00:00:00,14.187,78.386,16.344,
2023-01-08 01:00:00,15.487,75.949,15.573,0.406
2023-01-08 02:00:00,15.37,72.624,12.656,0.0
2023-01-08 03:00:00,17.105,,16.894,0.059
2023-01-08 04:00:00,,69.73,15.709,0.069
2023-01-08 05:00:00,17.669,73.948,15.493,0.0
2023-01-08 06:00:00,18.183,68.199,15.988,0.944
2023-01-08 07:00:00,19.589,64.716,13.912,0.092
2023-01-08 08:00:00,19.573,64.883,16.116,0.0
2023-01-08 09:00:00,29.59,67.369,14.969,0.712
2023-01-08 10:00:00,18.536,63.451,13.764,0.0
2023-01-08 11:00:00,,65.141,,0.162
2023-01-08 12:00:00,17.52,63.796,15.215,0.0
2023-01-08 13:00:00,18.943,63.143,17.141,0.0
2023-01-08 14:00:00,17.11,77.55,12.737,0.0
2023-01-08 15:00:00,16.595,72.124,9.259,0.0
2023-01-08 16:00:00,15.658,79.274,13.692,0.0
2023-01-08 17:00:00,13.965,77.283,11.764,0.0
2023-01-08 18:00:00,13.571,77.679,12.487,0.0
2023-01-08 19:00:00,14.124,,,0.0
2023-01-08 20:00:00,14.986,78.099,13.386,0.0
2023-01-08 21:00:00,13.158,78.78,12.646,0.0
2023-01-08 22:00:00,13.644,75.447,11.117,0.0
2023-01-08 23:00:00,14.495,79.305,11.73,0.563
2023-01-09 00:00:00,13.904,79.741,10.985,0.628
2023-01-09 01:00:00,14.585,76.31,11.648,0.0
2023-01-09 02:00:00,16.258,,,0.0
2023-01-09 03:00:00,17.322,67.16,13.219,0.059
2023-01-09 04:00:00,17.868,78.32,9.815,0.0
2023-01-09 05:00:00,19.933,71.256,13.773,0.0
2023-01-09 06:00:00,19.343,64.687,10.303,0.545
2023-01-09 07:00:00,20.152,,12.663,0.0
2023-01-09 08:00:00,,64.864,15.717,0.0
2023-01-09 09:00:00,21.398,63.921,11.807,0.0
2023-01-09 10:00:00,18.939,67.216,14.059,0.0
2023-01-09 11:00:00,19.44,65.437,12.585,0.0
2023-01-09 12:00:00,,69.324,11.526,0.0
2023-01-09 13:00:00,17.572,69.057,14.329,
2023-01-09 14:00:00,17.152,71.114,10.275,0.0
2023-01-09 15:00:00,16.115,70.139,13.512,0.0
2023-01-09 16:00:00,15.309,,12.368,0.0
2023-01-09 17:00:00,14.776,77.253,14.094,0.0
2023-01-09 18:00:00,15.117,,14.357,0.876
2023-01-09 19:00:00,15.459,73.939,13.919,0.0
2023-01-09 20:00:00,15.401,,13.261,0.0
2023-01-09 21:00:00,14.3,74.177,15.137,0.0
2023-01-09 22:00:00,13.075,76.727,11.814,0.0
2023-01-09 23:00:00,14.768,79.609,15.315,0.0
2023-01-10 00:00:00,15.09,80.85,15.832,0.254
2023-01-10 01:00:00,,75.239,13.406,0.0
2023-01-10 02:00:00,16.621,75.549,14.724,0.0
2023-01-10 03:00:00,16.223,76.743,15.324,0.0
2023-01-10 04:00:00,18.519,68.662,16.762,0.0
2023-01-10 05:00:00,17.461,69.083,15.21,0.0
2023-01-10 06:00:00,18.985,70.027,14.757,0.0
2023-01-10 07:00:00,20.089,72.18,14.689,0.422
2023-01-10 08:00:00,20.331,64.677,13.959,0.071
2023-01-10 09:00:00,21.199,64.6,12.807,0.551
2023-01-10 10:00:00,18.253,71.162,17.707,0.0
2023-01-10 11:00:00,19.759,72.622,17.51,
2023-01-10 12:00:00,19.448,,17.099,0.0
2023-01-10 13:00:00,18.049,71.906,15.334,
2023-01-10 14:00:00,17.949,76.023,17.526,0.0
2023-01-10 15:00:00,15.917,74.315,18.1,
2023-01-10 16:00:00,,71.137,16.013,0.0
2023-01-10 17:00:00,15.54,78.579,16.768,0.459
2023-01-10 18:00:00,13.864,81.896,14.195,
2023-01-10 19:00:00,13.627,76.546,16.529,0.0
2023-01-10 20:00:00,13.688,84.357,,0.208
2023-01-10 21:00:00,13.289,79.915,17.713,0.037
2023-01-10 22:00:00,14.609,75.462,17.521,0.0
2023-01-10 23:00:00,14.322,80.502,16.84,1.555
2023-01-11 00:00:00,15.608,74.604,15.064,0.052
2023-01-11 01:00:00,,81.55,14.157,0.0
2023-01-11 02:00:00,16.055,77.634,,0.0
2023-01-11 03:00:00,16.618,79.819,15.349,1.289
2023-01-11 04:00:00,16.814,68.571,14.9,0.0
2023-01-11 05:00:00,17.566,72.37,16.333,0.0
2023-01-11 06:00:00,18.103,75.031,13.055,0.0
2023-01-11 07:00:00,19.286,73.559,15.914,0.0
2023-01-11 08:00:00,18.617,71.568,12.567,0.0
2023-01-11 09:00:00,19.282,70.827,14.387,0.0
2023-01-11 10:00:00,19.15,,14.126,0.0
2023-01-11 11:00:00,18.263,,15.575,0.0
2023-01-11 12:00:00,17.907,77.222,13.538,0.407
2023-01-11 13:00:00,18.345,68.513,13.605,0.488
2023-01-11 14:00:00,17.671,72.187,14.1,0.546
2023-01-11 15:00:00,15.168,75.057,12.573,0.496
2023-01-11 16:00:00,14.771,78.881,15.1,0.0
2023-01-11 17:00:00,13.907,80.866,12.681,0.0
2023-01-11 18:00:00,13.353,79.987,13.013,0.0
2023-01-11 19:00:00,14.155,81.691,14.455,0.0
2023-01-11 20:00:00,13.282,84.619,13.042,0.0
2023-01-11 21:00:00,13.605,85.987,12.351,0.0
2023-01-11 22:00:00,,80.052,14.007,0.0
2023-01-11 23:00:00,12.861,80.905,13.403,0.0
2023-01-12 00:00:00,13.526,80.825,11.876,0.0
2023-01-12 01:00:00,14.305,86.473,14.581,0.0
2023-01-12 02:00:00,15.703,76.088,11.392,0.0
2023-01-12 03:00:00,15.665,77.337,14.302,0.0
2023-01-12 04:00:00,16.909,75.13,13.744,0.249
2023-01-12 05:00:00,17.933,72.451,12.251,0.0
2023-01-12 06:00:00,18.473,75.205,11.666,0.0
2023-01-12 07:00:00,18.359,71.529,13.134,0.0
2023-01-12 08:00:00,17.698,69.941,9.169,0.0
2023-01-12 09:00:00,17.166,71.5,10.04,0.0
2023-01-12 10:00:00,18.841,72.448,14.131,0.0
2023-01-12 11:00:00,17.985,70.646,11.261,0.0
2023-01-12 12:00:00,16.453,71.453,,0.363
2023-01-12 13:00:00,16.069,78.085,13.663,0.0
2023-01-12 14:00:00,15.337,74.771,11.244,0.0
2023-01-12 15:00:00,13.672,80.638,14.258,0.0
2023-01-12 16:00:00,14.233,79.127,10.708,0.0
2023-01-12 17:00:00,12.789,78.608,12.784,0.0
2023-01-12 18:00:00,12.536,78.966,12.767,0.325
2023-01-12 19:00:00,12.819,78.226,,0.0
2023-01-12 20:00:00,,85.473,15.181,0.0
2023-01-12 21:00:00,12.377,85.453,11.213,0.0
2023-01-12 22:00:00,12.447,82.111,11.859,0.0
2023-01-12 23:00:00,12.522,79.527,14.996,0.0
2023-01-13 00:00:00,13.052,79.982,12.079,0.0
2023-01-13 01:00:00,14.972,80.634,14.396,0.0
2023-01-13 02:00:00,14.288,,13.483,0.0
2023-01-13 03:00:00,16.324,75.331,13.623,0.0
2023-01-13 04:00:00,15.306,70.886,13.16,0.0
2023-01-13 05:00:00,17.15,74.893,,0.0
2023-01-13 06:00:00,17.337,72.083,14.897,0.0
2023-01-13 07:00:00,17.13,69.893,15.59,0.0
2023-01-13 08:00:00,16.027,66.5,13.993,0.0
2023-01-13 09:00:00,19.037,73.337,16.749,0.0
2023-01-13 10:00:00,16.95,76.047,15.341,0.0
2023-01-13 11:00:00,,69.861,16.557,2.313
2023-01-13 12:00:00,,69.56,14.703,0.551
2023-01-13 13:00:00,16.279,73.541,13.796,0.571
2023-01-13 14:00:00,15.701,75.72,19.492,1.512
2023-01-13 15:00:00,14.56,79.611,,0.0
2023-01-13 16:00:00,12.939,79.901,18.136,0.0
2023-01-13 17:00:00,13.918,76.172,16.985,0.043
2023-01-13 18:00:00,12.119,82.905,15.893,0.0
2023-01-13 19:00:00,12.507,83.784,15.246,0.0
2023-01-13 20:00:00,12.538,81.893,15.269,0.0
2023-01-13 21:00:00,12.951,84.289,17.63,0.0
2023-01-13 22:00:00,12.164,79.229,14.835,0.0
2023-01-13 23:00:00,12.49,81.346,16.642,0.577
2023-01-14 00:00:00,13.096,,15.206,0.0
2023-01-14 01:00:00,12.654,79.881,15.123,0.0
2023-01-14 02:00:00,14.196,80.548,14.797,0.878
2023-01-14 03:00:00,14.836,71.228,13.641,0.0
2023-01-14 04:00:00,15.531,75.317,16.434,0.0
2023-01-14 05:00:00,17.183,75.884,16.619,0.0
2023-01-14 06:00:00,17.461,73.325,15.886,0.0
2023-01-14 07:00:00,19.254,76.321,13.523,0.0
2023-01-14 08:00:00,19.453,71.073,13.697,0.0
2023-01-14 09:00:00,17.167,77.288,13.319,0.038
2023-01-14 10:00:00,18.441,71.739,15.504,0.0
2023-01-14 11:00:00,17.334,68.711,13.469,1.037
2023-01-14 12:00:00,17.936,72.77,13.121,0.04
2023-01-14 13:00:00,17.039,72.537,14.151,0.0
2023-01-14 14:00:00,16.875,79.323,14.014,0.0
2023-01-14 15:00:00,15.702,82.052,13.547,0.0
2023-01-14 16:00:00,15.295,83.775,14.319,0.0
2023-01-14 17:00:00,13.901,82.489,11.75,
2023-01-14 18:00:00,11.82,81.043,15.258,0.0
2023-01-14 19:00:00,12.369,80.575,,0.383
2023-01-14 20:00:00,12.408,79.442,11.251,0.059
2023-01-14 21:00:00,12.672,84.573,14.383,0.0
2023-01-14 22:00:00,12.52,78.707,10.887,0.0
2023-01-14 23:00:00,14.777,80.754,12.322,
2023-01-15 00:00:00,14.09,81.009,10.767,0.0
2023-01-15 01:00:00,15.82,80.242,14.285,0.0
2023-01-15 02:00:00,15.467,73.484,12.792,0.0
2023-01-15 03:00:00,17.689,72.265,14.096,0.0
2023-01-15 04:00:00,16.501,70.869,11.86,0.0
2023-01-15 05:00:00,18.501,75.164,9.976,0.0
2023-01-15 06:00:00,17.773,68.293,14.698,0.0
2023-01-15 07:00:00,19.479,68.022,14.235,0.0
2023-01-15 08:00:00,20.561,71.766,11.93,0.0
2023-01-15 09:00:00,18.385,72.567,12.559,0.0
2023-01-15 10:00:00,18.793,75.551,11.59,0.0
2023-01-15 11:00:00,19.257,70.838,9.705,0.875
2023-01-15 12:00:00,18.468,74.516,11.451,0.0
2023-01-15 13:00:00,17.021,68.092,10.33,0.0
2023-01-15 14:00:00,18.082,76.339,12.509,0.0
2023-01-15 15:00:00,16.565,78.511,12.431,0.0
2023-01-15 16:00:00,16.707,80.282,13.836,0.0
2023-01-15 17:00:00,15.367,77.521,15.52,0.0
2023-01-15 18:00:00,13.794,83.997,14.199,0.0
2023-01-15 19:00:00,13.877,85.361,12.713,0.0
2023-01-15 20:00:00,14.979,,12.249,0.0
2023-01-15 21:00:00,13.038,81.336,,0.0
2023-01-15 22:00:00,13.882,79.811,9.505,0.048
2023-01-15 23:00:00,15.019,79.119,10.789,0.271
2023-01-16 00:00:00,15.866,78.824,11.074,0.0
2023-01-16 01:00:00,,73.803,16.519,0.5
2023-01-16 02:00:00,15.584,71.978,11.099,0.0
2023-01-16 03:00:00,18.884,73.417,14.347,0.59
2023-01-16 04:00:00,18.096,71.097,16.739,0.0
2023-01-16 05:00:00,18.938,73.821,14.66,2.007
2023-01-16 06:00:00,19.526,69.26,11.887,0.0
2023-01-16 07:00:00,19.807,66.222,15.17,0.0
2023-01-16 08:00:00,19.547,,15.0,0.0
2023-01-16 09:00:00,20.047,67.288,15.95,0.0
2023-01-16 10:00:00,21.047,65.465,14.292,0.136
2023-01-16 11:00:00,18.821,64.055,14.863,0.0
2023-01-16 12:00:00,17.555,,17.11,0.0
2023-01-16 13:00:00,18.982,65.925,15.723,0.0
2023-01-16 14:00:00,,77.519,14.593,0.0
2023-01-16 15:00:00,17.602,83.047,16.46,0.0
2023-01-16 16:00:00,17.542,76.118,16.999,0.0
2023-01-16 17:00:00,15.132,75.875,17.645,1.486
2023-01-16 18:00:00,15.187,80.144,18.082,0.809
2023-01-16 19:00:00,14.992,76.462,13.764,0.0
2023-01-16 20:00:00,15.264,79.969,16.243,0.0
2023-01-16 21:00:00,15.08,81.601,,0.0
2023-01-16 22:00:00,13.935,75.464,15.903,0.0
2023-01-16 23:00:00,13.914,82.63,19.947,0.0
2023-01-17 00:00:00,15.206,77.353,16.093,0.0
2023-01-17 01:00:00,14.918,76.587,15.924,
2023-01-17 02:00:00,17.558,77.953,14.255,0.0
2023-01-17 03:00:00,17.273,68.611,14.77,0.0
2023-01-17 04:00:00,18.05,67.433,16.06,0.0
2023-01-17 05:00:00,18.355,70.378,16.346,0.0
2023-01-17 06:00:00,20.605,69.403,15.51,0.0
2023-01-17 07:00:00,20.142,66.756,18.264,0.0
2023-01-17 08:00:00,19.867,66.599,12.139,0.66
2023-01-17 09:00:00,20.597,66.082,,0.0
2023-01-17 10:00:00,19.917,64.338,11.739,0.0
2023-01-17 11:00:00,20.006,64.008,15.861,0.0
2023-01-17 12:00:00,,66.63,14.071,1.12
2023-01-17 13:00:00,18.162,70.346,12.331,0.104
2023-01-17 14:00:00,17.93,72.679,13.376,0.585
2023-01-17 15:00:00,17.093,69.405,12.209,0.0
2023-01-17 16:00:00,16.756,79.355,13.802,0.793
2023-01-17 17:00:00,15.65,82.435,10.58,0.0
2023-01-17 18:00:00,14.644,,,0.254
2023-01-17 19:00:00,13.714,75.451,13.848,0.0
2023-01-17 20:00:00,14.097,77.654,12.276,0.784
2023-01-17 21:00:00,13.086,80.44,12.658,1.557
2023-01-17 22:00:00,24.406,77.561,14.084,0.047
2023-01-17 23:00:00,14.311,82.426,14.699,0.581
2023-01-18 00:00:00,15.142,75.196,12.782,0.0
2023-01-18 01:00:00,15.013,77.331,12.841,0.0
2023-01-18 02:00:00,15.521,74.477,9.242,0.0
2023-01-18 03:00:00,16.184,77.938,10.652,0.0
2023-01-18 04:00:00,18.321,71.198,12.114,0.0
2023-01-18 05:00:00,18.045,69.975,11.264,0.0
2023-01-18 06:00:00,18.573,65.046,10.116,0.0
2023-01-18 07:00:00,17.86,65.878,11.904,0.0
2023-01-18 08:00:00,19.266,62.38,14.194,0.997
2023-01-18 09:00:00,16.875,75.169,13.929,1.668
2023-01-18 10:00:00,20.038,66.544,9.102,0.75
2023-01-18 11:00:00,18.511,66.539,12.449,0.691
2023-01-18 12:00:00,18.122,68.258,11.026,0.0
2023-01-18 13:00:00,16.403,70.617,13.636,0.396
2023-01-18 14:00:00,15.846,72.566,11.879,0.0
2023-01-18 15:00:00,,67.535,12.688,0.0
2023-01-18 16:00:00,14.831,77.718,13.161,1.11
2023-01-18 17:00:00,14.538,75.698,11.927,0.0
2023-01-18 18:00:00,14.506,76.518,10.714,0.0
2023-01-18 19:00:00,13.615,82.632,10.49,0.0
2023-01-18 20:00:00,11.542,78.789,14.159,
2023-01-18 21:00:00,12.104,75.876,12.366,0.0
2023-01-18 22:00:00,12.125,75.354,13.091,0.0
2023-01-18 23:00:00,12.602,79.312,14.884,0.0
2023-01-19 00:00:00,,,14.241,0.259
2023-01-19 01:00:00,,,15.775,0.0
2023-01-19 02:00:00,,,12.706,0.0
2023-01-19 03:00:00,,,16.73,0.0
2023-01-19 04:00:00,,,,0.0
2023-01-19 05:00:00,,,15.925,1.083
2023-01-19 06:00:00,,,18.635,0.0
2023-01-19 07:00:00,,,16.173,0.087
2023-01-19 08:00:00,,,,0.0
2023-01-19 09:00:00,,,16.18,0.0
2023-01-19 10:00:00,,,16.042,0.0
2023-01-19 11:00:00,17.043,63.362,,0.0
2023-01-19 12:00:00,17.717,71.431,15.33,
2023-01-19 13:00:00,17.254,70.851,16.913,1.501
2023-01-19 14:00:00,16.637,71.446,18.124,0.219
2023-01-19 15:00:00,14.634,77.273,14.57,0.512
2023-01-19 16:00:00,14.12,77.274,17.189,0.0
2023-01-19 17:00:00,13.568,75.028,15.816,0.0
2023-01-19 18:00:00,12.85,81.106,17.203,0.0
2023-01-19 19:00:00,13.084,77.887,15.598,0.0
2023-01-19 20:00:00,11.773,78.924,18.283,0.0
2023-01-19 21:00:00,12.325,75.35,16.637,0.047
2023-01-19 22:00:00,10.673,78.925,15.298,0.0
2023-01-19 23:00:00,13.097,79.845,15.348,0.122
2023-01-20 00:00:00,14.234,76.225,15.907,0.0
2023-01-20 01:00:00,13.718,75.986,17.154,0.0
2023-01-20 02:00:00,15.202,78.093,16.509,0.0
2023-01-20 03:00:00,14.09,72.551,17.767,
2023-01-20 04:00:00,15.781,69.718,14.976,0.221
2023-01-20 05:00:00,15.628,75.018,15.13,1.412
2023-01-20 06:00:00,17.509,67.076,15.948,0.803
2023-01-20 07:00:00,,61.536,18.874,0.84
2023-01-20 08:00:00,16.989,64.257,14.96,0.0
2023-01-20 09:00:00,17.396,67.173,16.277,0.052
2023-01-20 10:00:00,17.417,64.871,16.484,0.0
2023-01-20 11:00:00,19.171,65.849,11.959,0.0
2023-01-20 12:00:00,16.905,68.825,13.593,0.201
2023-01-20 13:00:00,16.392,71.108,14.404,0.552
2023-01-20 14:00:00,15.827,72.471,13.703,0.0
2023-01-20 15:00:00,15.015,74.803,14.757,0.0
2023-01-20 16:00:00,13.89,79.542,14.409,0.055
2023-01-20 17:00:00,12.448,87.29,11.554,0.132
2023-01-20 18:00:00,12.345,82.531,11.631,0.0
2023-01-20 19:00:00,13.564,81.984,11.771,0.0
2023-01-20 20:00:00,12.384,78.712,7.701,0.0
2023-01-20 21:00:00,11.932,81.059,,0.0
2023-01-20 22:00:00,11.438,77.532,12.365,0.0
2023-01-20 23:00:00,,,11.638,0.93
2023-01-21 00:00:00,13.35,75.813,9.787,1.369
2023-01-21 01:00:00,13.56,80.744,11.165,0.0
2023-01-21 02:00:00,15.418,82.233,11.618,0.0
2023-01-21 03:00:00,15.195,77.511,11.132,0.0
2023-01-21 04:00:00,16.287,80.908,13.755,
2023-01-21 05:00:00,17.724,68.85,11.855,
2023-01-21 06:00:00,17.905,73.439,8.318,0.0
2023-01-21 07:00:00,18.992,69.853,13.099,
2023-01-21 08:00:00,18.319,70.279,13.738,0.238
2023-01-21 09:00:00,18.251,66.744,14.429,0.0
2023-01-21 10:00:00,18.752,70.043,12.966,0.0
2023-01-21 11:00:00,18.254,70.713,12.332,0.0
2023-01-21 12:00:00,18.446,,14.428,0.0
