customer_id,age,tenure_months,monthly_charge_usd,support_calls_last_3m,data_usage_gb,payment_delay_days_avg,complaints_last_6m,satisfaction_score,promotion_used,contract_type,churn
C1100140,47,23,43.91,2,31.14,2,2,5.2,No,Annual,0
C1100446,48,29,52.26,2,50.19,0,0,5.0,Yes,Annual,0
C1100286,57,1,12.0,5,31.46,12,6,7.1,No,Semiannual,0
C1100459,41,36,70.16,2,50.57,6,0,2.1,No,Annual,0
C1100221,55,32,42.42,2,60.83,0,0,7.0,Yes,Annual,0
C1100373,76,3,86.88,1,1.0,17,0,10.0,Yes,Semiannual,1
C1100424,69,1,70.88,2,58.98,8,0,6.2,Yes,Semiannual,0
C1100204,60,9,78.14,3,66.02,9,0,3.6,Yes,Annual,0
C1100285,46,32,40.35,2,47.39,0,1,7.1,Yes,Annual,0
C1100054,38,1,12.0,3,39.1,16,4,10.0,No,Semiannual,0
C1100171,28,57,29.94,2,7.43,0,2,5.5,No,Annual,1
C1100434,20,1,180.0,5,96.06,28,0,2.5,No,Monthly,1
C1100105,69,17,90.72,1,1.0,5,0,8.0,No,Monthly,0
C1100345,34,29,97.65,0,31.53,11,0,1.0,No,Annual,1
C1100118,78,1,87.98,1,41.64,5,0,2.8,Yes,Annual,0
C1100017,78,1,71.64,1,46.63,3,1,4.0,Yes,Semiannual,0
C1100222,28,36,151.63,4,3.97,9,0,5.4,No,Monthly,1
C1100369,32,1,122.94,4,50.56,13,0,6.2,Yes,Monthly,1
C1100130,47,39,74.29,0,10.37,7,0,5.1,No,Semiannual,0
C1100458,70,12,79.52,1,9.4,7,0,9.1,No,Monthly,1
C1100278,33,33,67.77,3,62.87,1,0,6.5,No,Annual,0
C1100401,32,33,43.85,3,31.32,2,1,5.3,No,Annual,0
C1100241,18,20,97.91,0,62.07,10,0,5.6,No,Semiannual,1
C1100175,78,24,81.74,3,1.0,6,0,8.9,No,Monthly,0
C1100319,66,36,23.72,4,15.07,0,2,5.5,No,Semiannual,1
C1100493,74,9,75.85,0,82.86,2,0,4.5,Yes,Annual,0
C1100399,51,10,89.25,2,52.21,11,0,3.7,Yes,Annual,0
C1100190,63,5,63.95,2,1.0,12,2,10.0,No,Monthly,0
C1100212,75,1,80.09,3,3.04,12,0,9.3,No,Monthly,1
C1100347,64,21,35.01,3,39.61,0,2,5.3,Yes,Annual,0
C1100379,41,41,61.32,1,58.15,3,0,2.4,No,Annual,1
C1100145,58,48,178.63,2,20.27,0,0,2.6,Yes,Monthly,1
C1100217,53,1,38.41,2,59.94,15,2,7.4,No,Semiannual,0
C1100005,52,28,28.16,7,93.1,0,0,8.5,Yes,Annual,0
C1100407,21,63,26.06,2,17.08,0,1,5.6,Yes,Annual,0
C1100380,26,39,105.91,3,46.05,14,0,6.0,No,Semiannual,1
C1100027,67,1,73.33,1,65.63,3,0,4.8,Yes,Semiannual,0
C1100449,63,27,71.6,0,1.0,7,0,7.8,No,Annual,0
C1100485,56,47,12.0,3,23.05,0,3,4.8,No,Semiannual,1
C1100464,44,53,38.11,1,34.36,0,1,3.1,No,Semiannual,0
C1100088,53,26,12.0,0,1.0,8,4,10.0,No,Annual,1
C1100045,24,1,12.0,3,57.15,15,4,10.0,No,Semiannual,0
C1100021,35,29,12.0,4,67.99,0,2,6.5,No,Annual,1
C1100385,58,17,29.52,0,29.6,0,3,6.3,Yes,Semiannual,0
C1100259,78,1,86.71,1,53.79,0,0,4.9,Yes,Semiannual,0
C1100062,39,1,37.82,5,48.56,9,3,7.1,No,Semiannual,0
C1100034,36,1,84.85,7,70.2,11,1,8.3,Yes,Monthly,1
C1100116,36,71,135.45,0,36.36,0,0,1.0,No,Monthly,1
C1100089,32,1,12.0,0,35.16,15,2,10.0,No,Semiannual,0
C1100201,65,1,25.57,5,23.63,16,1,10.0,No,Semiannual,0
C1100415,56,1,31.9,0,40.7,7,5,5.3,Yes,Semiannual,0
C1100205,43,1,12.0,1,33.31,8,6,7.9,No,Semiannual,0
C1100325,40,41,39.13,2,50.88,0,0,5.4,No,Annual,0
C1100156,38,18,66.66,1,4.76,5,3,5.3,No,Monthly,0
C1100138,77,1,55.69,1,49.73,0,1,7.0,Yes,Semiannual,0
C1100314,44,25,103.01,4,1.0,5,1,7.4,No,Monthly,0
C1100144,63,13,125.87,6,1.0,4,1,3.0,Yes,Monthly,0
C1100413,44,33,19.92,2,82.41,0,0,10.0,Yes,Semiannual,0
C1100283,18,21,103.52,4,61.25,9,0,5.6,No,Monthly,1
C1100008,38,1,37.19,1,20.1,9,4,7.2,No,Monthly,0
C1100425,56,49,21.23,3,38.71,0,1,4.9,No,Semiannual,1
C1100231,61,36,69.41,1,12.22,2,1,3.7,No,Monthly,1
C1100488,53,18,48.11,1,53.32,4,0,3.9,Yes,Annual,0
C1100154,41,1,52.58,4,55.56,7,3,5.4,Yes,Monthly,0
C1100291,20,1,44.65,0,67.16,9,4,4.4,No,Semiannual,0
C1100022,19,48,91.09,3,33.0,6,0,4.2,No,Semiannual,1
C1100015,35,72,55.06,2,64.27,0,0,1.0,No,Semiannual,1
C1100494,18,31,102.48,3,70.39,13,0,5.8,No,Semiannual,1
C1100057,28,72,172.35,4,1.0,0,0,1.0,Yes,Semiannual,1
C1100267,54,39,97.67,3,11.05,1,0,3.9,No,Monthly,1
C1100180,75,1,60.94,6,1.0,16,3,10.0,No,Monthly,0
C1100408,41,1,44.22,4,13.46,7,4,6.6,No,Monthly,0
C1100487,22,1,113.68,0,70.01,13,0,3.1,No,Monthly,1
C1100136,18,64,75.64,0,19.56,0,0,1.0,No,Annual,0
C1100095,53,40,121.16,2,1.0,0,0,5.2,Yes,Monthly,1
C1100114,61,27,96.58,4,2.33,4,0,6.5,No,Monthly,1
C1100402,32,1,69.19,3,83.98,11,1,6.1,Yes,Monthly,1
C1100268,49,1,12.0,0,16.46,19,5,10.0,No,Semiannual,0
C1100075,30,46,38.49,3,34.02,0,1,4.2,No,Annual,1
C1100032,48,25,70.9,2,75.27,1,0,5.7,Yes,Annual,0
C1100472,39,48,180.0,1,1.0,1,0,2.8,Yes,Monthly,1
C1100310,56,21,45.26,3,85.01,0,0,6.6,Yes,Annual,1
C1100460,41,40,51.52,4,46.85,0,0,4.0,No,Annual,0
C1100297,70,30,75.4,0,1.0,3,1,6.8,No,Monthly,0
C1100475,51,17,65.33,0,61.07,5,0,4.9,Yes,Annual,0
C1100230,70,10,83.95,0,44.13,6,0,2.1,Yes,Semiannual,0
C1100218,65,14,74.44,2,42.53,6,0,1.9,Yes,Annual,1
C1100220,52,23,84.17,3,24.48,6,0,2.6,Yes,Annual,0
C1100340,35,10,34.75,2,27.77,8,3,7.5,No,Semiannual,0
C1100355,69,30,91.1,0,1.0,0,1,5.2,Yes,Monthly,0
C1100166,43,39,84.25,3,1.0,3,1,4.4,No,Monthly,1
C1100252,52,28,30.03,1,1.0,8,1,9.3,No,Semiannual,0
C1100122,21,23,86.82,2,50.76,8,0,5.3,No,Monthly,1
C1100321,56,38,133.21,4,1.0,3,0,2.8,No,Monthly,1
C1100397,78,1,91.39,4,36.94,9,1,1.0,Yes,Annual,0
C1100189,45,39,75.82,3,44.82,0,0,3.3,Yes,Annual,0
C1100197,63,18,92.26,0,26.67,8,0,7.0,No,Monthly,1
C1100491,18,23,110.74,7,68.11,12,0,4.9,No,Semiannual,1
C1100163,62,17,108.11,0,58.36,9,0,1.4,Yes,Annual,0
C1100200,35,28,61.64,3,1.0,8,2,7.1,No,Semiannual,0
C1100185,18,50,88.76,2,44.74,8,0,1.0,No,Annual,1
C1100181,75,16,62.53,1,22.88,7,0,7.4,No,Monthly,1
C1100102,57,6,88.55,2,68.59,14,0,1.4,No,Annual,0
C1100055,70,26,122.36,1,1.0,9,0,7.2,No,Monthly,0
C1100056,46,35,54.04,0,38.02,0,0,7.4,Yes,Semiannual,0
C1100431,18,1,12.0,0,51.83,21,5,10.0,No,Monthly,0
C1100042,33,12,159.81,1,30.03,17,0,2.8,No,Monthly,1
C1100496,76,8,88.59,2,32.18,12,0,1.0,Yes,Annual,0
C1100147,56,1,12.0,6,54.69,13,6,7.9,Yes,Monthly,0
C1100251,42,57,88.96,1,44.86,0,0,2.5,No,Semiannual,1
C1100317,45,51,100.87,2,9.56,0,0,2.3,No,Monthly,1
C1100422,22,30,34.79,3,72.28,7,0,4.8,No,Annual,1
C1100463,54,44,88.57,4,43.09,0,0,2.7,No,Monthly,1
C1100341,50,24,51.76,1,62.22,0,0,5.7,Yes,Annual,0
C1100390,33,9,24.32,0,17.48,9,3,9.2,No,Semiannual,0
C1100050,42,9,79.62,4,1.0,5,4,4.9,Yes,Monthly,0
C1100125,41,13,38.53,5,24.24,14,0,10.0,No,Semiannual,0
C1100498,47,19,51.93,0,91.18,0,0,8.0,Yes,Semiannual,0
C1100012,69,11,29.98,2,1.0,13,1,10.0,No,Semiannual,0
C1100170,50,1,12.0,2,68.12,15,6,9.5,No,Semiannual,0
C1100305,18,29,136.17,3,58.93,14,0,3.9,No,Monthly,1
C1100367,61,10,52.92,5,46.72,0,1,6.6,Yes,Annual,0
C1100151,57,29,127.8,0,55.3,2,0,4.4,No,Monthly,1
C1100229,27,1,12.0,1,50.63,26,3,10.0,No,Semiannual,0
C1100013,32,1,141.57,2,50.19,16,0,4.5,No,Monthly,1
C1100219,47,1,12.0,6,36.98,25,5,10.0,No,Annual,0
C1100451,18,47,81.28,2,73.82,8,0,5.2,No,Semiannual,1
C1100103,31,57,70.05,6,1.0,0,1,4.9,Yes,Annual,1
C1100159,39,16,23.82,1,48.52,1,3,5.8,Yes,Annual,0
C1100290,27,1,12.0,2,64.74,24,4,10.0,No,Annual,0
C1100174,63,37,67.19,4,23.13,1,0,5.3,No,Semiannual,1
C1100176,33,1,90.77,0,78.5,14,0,4.0,No,Semiannual,1
C1100029,43,41,39.22,7,8.88,1,2,6.1,No,Semiannual,1
C1100466,47,1,12.0,5,43.84,11,4,8.3,No,Semiannual,0
C1100107,26,1,12.0,4,85.23,23,2,10.0,No,Annual,0
C1100394,41,37,55.77,3,30.42,0,0,5.9,Yes,Annual,0
C1100199,78,8,65.38,2,1.0,10,0,9.5,No,Monthly,0
C1100398,18,64,12.0,1,33.92,0,1,6.1,No,Annual,0
C1100233,23,14,31.39,2,35.37,6,4,6.3,No,Semiannual,0
C1100083,18,24,70.34,2,76.41,9,0,3.7,No,Annual,1
C1100447,41,1,18.7,0,17.53,5,6,6.1,Yes,Semiannual,0
C1100053,38,32,82.03,4,1.0,8,0,8.4,No,Monthly,0
C1100135,62,17,93.56,4,1.0,15,0,8.9,No,Semiannual,1
C1100131,18,5,114.9,3,88.74,13,0,5.0,No,Monthly,1
C1100499,18,44,56.02,5,60.82,4,0,5.6,No,Semiannual,0
C1100099,47,5,45.56,3,23.75,9,3,6.2,No,Semiannual,0
C1100269,46,53,67.02,2,51.66,0,0,2.9,No,Semiannual,1
C1100215,18,10,180.0,0,86.7,23,0,5.3,No,Monthly,1
C1100365,18,20,86.03,3,59.78,4,0,8.0,No,Monthly,1
C1100470,78,18,112.98,2,1.0,8,0,7.3,No,Monthly,0
C1100208,50,28,52.87,3,1.0,0,4,3.9,Yes,Semiannual,1
C1100127,50,41,136.98,2,30.8,0,0,4.4,Yes,Monthly,1
C1100289,75,1,25.17,0,28.7,16,1,10.0,No,Semiannual,0
C1100106,47,32,59.52,3,67.69,0,0,9.4,Yes,Annual,0
C1100309,18,1,161.43,0,66.7,13,0,7.8,No,Monthly,1
C1100296,30,1,12.0,2,67.42,24,6,10.0,No,Semiannual,0
C1100010,47,38,110.02,3,9.92,5,0,5.1,No,Semiannual,1
C1100104,68,13,31.04,2,25.54,0,4,4.0,Yes,Semiannual,0
C1100202,40,1,130.55,5,35.06,14,0,3.5,Yes,Monthly,1
C1100324,18,1,129.69,5,99.42,16,0,6.5,No,Monthly,1
C1100078,78,9,76.76,1,11.61,10,0,8.2,No,Monthly,0
C1100272,76,1,85.74,2,60.8,5,0,2.8,Yes,Annual,0
C1100009,78,1,88.2,1,2.04,11,2,7.0,Yes,Monthly,0
C1100213,59,30,64.77,0,16.85,0,1,4.0,Yes,Annual,0
C1100003,54,39,73.83,2,33.57,0,0,6.1,No,Semiannual,1
C1100326,58,31,32.7,6,18.91,0,3,5.3,Yes,Annual,0
C1100211,48,43,12.0,2,38.59,0,2,4.9,Yes,Annual,0
C1100203,70,2,37.19,2,68.42,0,0,6.6,Yes,Annual,0
C1100406,47,1,12.0,5,48.63,25,6,10.0,No,Monthly,0
C1100263,50,20,60.65,2,70.16,2,0,5.6,Yes,Annual,0
C1100198,53,24,46.54,4,36.51,0,1,3.8,Yes,Annual,0
C1100026,78,3,97.51,1,34.09,9,0,7.0,No,Monthly,1
C1100279,18,6,38.25,0,37.48,12,3,7.9,No,Semiannual,0
C1100292,18,51,70.44,0,46.15,2,0,4.1,No,Semiannual,1
C1100196,64,30,12.0,2,8.71,4,4,6.7,No,Semiannual,0
C1100456,75,13,35.84,4,13.47,0,4,3.4,Yes,Semiannual,0
C1100343,51,1,48.24,4,29.75,11,2,8.1,No,Monthly,0
C1100051,47,20,64.34,0,61.69,4,0,4.0,Yes,Annual,0
C1100436,19,21,121.7,5,60.17,14,0,3.2,No,Semiannual,1
C1100086,70,1,23.8,1,34.63,11,5,7.0,Yes,Monthly,0
C1100160,47,34,40.08,2,29.37,0,2,5.2,Yes,Annual,0
C1100165,45,1,12.0,1,76.77,15,6,6.3,No,Semiannual,0
C1100416,39,20,64.34,1,80.55,11,0,2.8,No,Annual,0
C1100023,51,44,90.05,4,1.0,1,0,5.3,Yes,Semiannual,1
C1100063,46,1,147.56,4,52.59,20,1,1.0,No,Monthly,1
C1100445,38,11,28.45,0,47.32,1,2,8.9,No,Semiannual,0
C1100100,18,1,12.0,1,88.44,15,5,9.3,No,Annual,0
C1100070,54,15,62.24,2,41.88,7,0,4.7,No,Annual,0
C1100384,50,11,67.58,0,111.25,1,0,8.0,Yes,Annual,0
C1100187,78,5,72.61,2,34.54,0,1,2.0,Yes,Annual,0
C1100183,30,10,33.06,2,67.54,5,2,4.9,Yes,Annual,1
C1100342,29,1,47.07,2,72.21,4,3,7.5,Yes,Monthly,1
C1100396,59,1,56.47,3,76.73,9,0,5.7,No,Semiannual,0
C1100346,65,35,121.33,5,79.02,0,0,1.3,No,Monthly,1
C1100483,37,35,67.37,4,51.82,3,0,5.1,Yes,Annual,1
C1100206,37,65,22.13,0,41.54,0,0,3.2,No,Annual,1
C1100096,78,1,83.35,1,13.28,2,2,3.6,Yes,Monthly,0
C1100152,58,36,93.69,2,1.0,5,1,8.7,No,Monthly,0
C1100256,46,19,54.91,1,57.46,7,0,3.0,No,Annual,0
C1100356,45,25,31.2,0,73.22,0,0,6.1,Yes,Annual,0
C1100298,34,1,23.1,3,69.93,2,4,6.1,Yes,Semiannual,0
C1100030,62,17,75.9,3,55.14,3,0,1.5,Yes,Annual,0
C1100293,78,1,73.05,2,56.62,0,1,6.1,Yes,Monthly,0
C1100350,30,53,63.43,1,12.15,5,0,2.3,No,Annual,0
C1100239,18,50,61.18,0,49.09,3,0,7.7,No,Semiannual,0
C1100492,37,48,46.67,0,61.67,0,0,5.5,No,Annual,0
C1100461,45,53,127.86,1,11.24,0,0,1.1,No,Monthly,1
C1100484,78,1,60.64,4,49.59,1,1,6.3,Yes,Semiannual,0
C1100260,18,1,95.57,0,84.23,10,0,10.0,No,Monthly,1
C1100468,26,1,12.0,2,68.55,19,6,10.0,No,Annual,0
C1100117,50,27,65.94,2,82.21,1,0,3.9,Yes,Annual,0
C1100453,52,34,64.03,3,10.16,0,2,1.8,Yes,Annual,0
C1100087,69,7,65.11,3,17.48,13,0,10.0,No,Monthly,0
C1100435,74,1,77.05,3,43.24,8,1,2.7,Yes,Annual,0
C1100271,55,2,44.11,1,14.07,8,4,6.3,No,Semiannual,0
C1100308,54,1,47.42,3,34.64,10,3,5.6,No,Semiannual,0
C1100378,18,50,94.35,0,62.66,3,0,5.1,No,Semiannual,0
C1100124,55,1,46.95,2,33.32,8,3,3.8,Yes,Annual,1
C1100047,47,46,88.43,2,28.52,0,0,3.3,No,Monthly,1
C1100004,48,15,60.97,2,55.05,0,0,6.9,Yes,Annual,0
C1100113,50,40,28.64,1,49.67,0,1,5.7,Yes,Annual,1
C1100184,18,14,180.0,5,52.16,15,0,3.0,No,Monthly,1
C1100258,32,39,37.1,4,44.45,2,0,4.6,No,Annual,0
C1100236,55,16,74.46,1,50.56,3,0,4.1,Yes,Annual,0
C1100031,54,15,43.53,1,1.0,5,3,9.4,No,Monthly,0
C1100155,18,1,12.0,1,29.71,19,5,10.0,No,Semiannual,1
C1100323,21,4,103.82,4,47.42,5,0,8.2,Yes,Monthly,1
C1100306,37,18,12.0,2,3.76,12,2,10.0,No,Semiannual,0
C1100052,20,18,148.49,5,33.2,11,0,5.6,Yes,Monthly,1
C1100037,42,18,36.29,3,35.52,1,2,5.7,Yes,Annual,0
C1100098,18,15,77.12,2,84.68,5,0,9.3,No,Monthly,0
C1100277,75,1,69.17,1,16.13,17,0,9.5,No,Monthly,0
C1100014,40,46,58.66,3,67.34,0,0,4.6,Yes,Annual,0
C1100164,18,18,47.71,0,15.87,6,3,7.6,No,Semiannual,0
C1100059,39,29,24.96,5,17.06,0,4,4.8,No,Semiannual,0
C1100064,44,69,68.86,3,28.51,0,0,1.0,No,Semiannual,1
C1100234,26,68,42.82,1,45.86,0,0,5.0,No,Annual,0
C1100465,54,10,57.83,0,74.69,4,0,6.9,Yes,Annual,1
C1100372,20,1,22.57,2,38.07,19,5,9.7,No,Monthly,0
C1100474,19,1,12.43,4,55.91,6,6,3.7,Yes,Semiannual,0
C1100266,57,27,55.17,0,62.01,0,0,6.8,Yes,Annual,0
C1100295,66,1,60.39,3,1.0,8,4,7.3,No,Monthly,0
C1100079,56,33,31.13,2,47.02,1,0,5.6,No,Semiannual,1
C1100046,21,68,52.05,1,40.72,0,0,7.7,Yes,Annual,0
C1100158,18,23,168.42,6,51.14,17,0,2.6,No,Monthly,1
C1100025,50,25,75.31,0,58.06,5,0,3.0,Yes,Annual,0
C1100318,52,38,112.1,3,17.35,0,0,5.0,Yes,Monthly,1
C1100257,43,34,46.63,2,37.63,0,1,5.8,Yes,Annual,0
C1100419,40,50,104.27,0,29.25,0,0,2.6,No,Monthly,1
C1100403,63,11,42.39,4,65.0,0,0,6.6,Yes,Annual,0
C1100418,57,39,67.77,3,1.0,1,2,1.0,Yes,Annual,0
C1100348,26,8,12.0,1,37.75,14,3,10.0,No,Annual,0
C1100376,64,20,72.8,5,33.74,0,0,3.9,Yes,Annual,1
C1100123,18,10,37.56,3,34.59,11,3,7.8,No,Semiannual,0
C1100067,58,10,12.0,2,1.0,11,4,10.0,No,Semiannual,0
C1100195,78,1,88.97,2,11.09,7,1,4.8,Yes,Monthly,1
C1100178,71,15,74.24,2,1.0,3,3,6.1,Yes,Monthly,1
C1100207,27,55,53.1,2,57.7,3,0,2.1,No,Annual,0
C1100128,55,10,53.35,1,57.25,0,0,6.4,Yes,Annual,0
C1100353,45,1,59.79,3,29.06,8,3,6.8,Yes,Monthly,0
C1100311,32,1,83.64,2,96.95,15,1,6.5,No,Monthly,1
C1100334,39,1,87.15,1,51.19,12,1,2.8,Yes,Semiannual,1
C1100001,56,8,80.79,2,80.69,2,0,4.7,Yes,Annual,0
C1100227,42,69,102.99,3,75.44,0,0,1.0,No,Semiannual,1
C1100450,43,38,180.0,0,48.36,0,0,2.4,No,Monthly,1
C1100443,40,37,39.82,0,1.0,8,0,10.0,No,Semiannual,0
C1100250,63,1,53.69,2,7.03,14,2,10.0,No,Monthly,0
C1100109,24,27,46.54,2,43.13,0,2,4.2,Yes,Annual,1
C1100194,44,15,77.56,2,101.85,14,0,5.1,No,Annual,0
C1100006,49,36,46.78,2,45.38,0,0,4.2,Yes,Annual,0
C1100261,66,10,60.22,0,61.84,3,0,5.1,Yes,Annual,0
C1100444,18,6,156.13,2,89.39,16,0,2.8,No,Monthly,1
C1100405,22,4,143.42,6,47.18,13,0,6.3,No,Monthly,1
C1100437,18,22,92.96,4,87.56,12,0,4.6,No,Monthly,1
C1100060,40,1,73.95,3,20.32,12,3,7.2,No,Monthly,0
C1100048,71,1,61.82,2,23.66,10,1,6.8,No,Monthly,0
C1100303,39,1,12.0,0,36.83,16,6,9.4,No,Monthly,0
C1100330,48,28,52.66,1,59.31,4,0,2.9,No,Annual,1
C1100121,42,22,55.29,2,1.0,2,4,5.5,Yes,Monthly,0
C1100287,57,14,96.71,0,1.0,10,1,6.1,No,Monthly,0
C1100247,20,1,130.83,0,91.77,20,0,4.0,No,Monthly,1
C1100383,48,1,33.37,3,23.45,15,2,10.0,No,Monthly,0
C1100167,25,37,95.35,0,26.65,5,0,3.6,No,Semiannual,1
C1100313,71,7,75.32,0,12.69,6,1,5.9,Yes,Monthly,0
C1100370,52,1,38.65,4,29.74,10,3,7.4,No,Semiannual,0
C1100210,34,50,42.78,3,19.04,0,1,3.7,Yes,Annual,0
C1100351,77,1,78.75,4,1.0,10,4,7.5,Yes,Monthly,0
C1100223,39,45,130.26,1,1.0,4,0,5.4,Yes,Annual,1
C1100300,45,35,55.22,0,48.83,0,0,5.0,No,Annual,0
C1100214,49,1,59.7,2,36.28,12,3,7.0,No,Monthly,0
C1100387,69,1,88.62,3,49.02,8,0,2.4,Yes,Annual,0
C1100352,56,42,46.2,1,20.92,0,1,4.1,No,Monthly,1
C1100439,66,21,140.23,3,4.44,7,0,5.4,No,Monthly,1
C1100043,18,20,121.01,5,96.07,13,0,4.1,No,Monthly,1
C1100391,43,21,18.8,0,64.94,0,1,8.1,Yes,Annual,0
C1100429,40,1,12.0,4,32.43,15,3,10.0,No,Semiannual,0
C1100366,47,1,39.34,2,1.0,13,4,10.0,No,Monthly,0
C1100077,64,1,12.0,3,20.86,29,3,10.0,No,Semiannual,0
C1100392,18,33,51.6,0,75.08,5,0,3.3,No,Annual,1
C1100448,41,47,135.17,3,23.24,0,0,4.0,Yes,Semiannual,1
C1100074,69,24,110.8,5,27.4,1,0,4.4,No,Monthly,1
C1100404,45,28,59.96,0,1.0,8,1,8.1,No,Semiannual,0
C1100360,27,22,51.44,1,56.91,5,2,2.9,No,Semiannual,1
C1100426,57,31,87.39,2,1.0,1,1,6.0,Yes,Monthly,0
C1100359,21,33,163.63,4,16.1,12,0,4.1,No,Monthly,1
C1100153,31,41,67.48,0,49.11,3,0,4.4,No,Annual,0
C1100033,75,12,30.31,0,39.22,0,2,7.6,Yes,Semiannual,0
C1100016,45,1,37.25,2,1.0,11,5,9.2,No,Monthly,0
C1100108,31,22,71.54,2,1.0,9,2,10.0,No,Monthly,0
C1100486,39,48,40.18,1,32.99,0,0,7.2,Yes,Annual,0
C1100148,32,1,162.21,4,34.38,15,0,5.4,Yes,Monthly,1
C1100255,48,1,21.29,1,29.92,10,6,5.4,Yes,Monthly,0
C1100427,63,4,30.74,2,1.45,15,2,9.5,No,Semiannual,0
C1100036,59,1,72.71,0,14.45,8,3,6.4,Yes,Monthly,0
C1100226,61,45,136.82,0,1.0,0,0,4.9,Yes,Semiannual,1
C1100173,51,41,96.67,1,15.87,0,0,4.5,No,Monthly,1
C1100377,23,27,119.08,0,51.53,14,0,5.2,No,Semiannual,1
C1100018,55,1,75.58,3,40.93,10,3,5.3,No,Monthly,1
C1100344,62,6,177.59,2,4.37,9,0,8.2,Yes,Monthly,1
C1100157,55,40,44.35,0,28.08,2,1,4.1,No,Semiannual,1
C1100482,78,1,44.4,0,13.88,13,1,9.3,No,Semiannual,0
C1100382,55,1,25.65,0,49.26,10,3,8.6,No,Semiannual,1
C1100400,65,10,37.65,2,27.37,0,3,8.1,Yes,Semiannual,0
C1100478,78,32,128.9,4,1.0,2,0,7.3,Yes,Monthly,0
C1100421,42,23,57.96,0,14.13,8,0,9.3,No,Semiannual,0
C1100455,62,14,54.21,2,43.96,0,1,7.1,Yes,Semiannual,0
C1100209,57,31,63.18,3,45.28,2,0,2.8,Yes,Annual,0
C1100065,34,21,51.31,0,55.53,7,0,6.1,No,Semiannual,1
C1100011,27,27,123.33,1,28.03,10,0,5.3,No,Monthly,1
C1100432,24,33,79.16,6,1.0,5,1,8.7,No,Monthly,0
C1100112,61,1,14.34,5,35.13,15,4,10.0,No,Monthly,0
C1100462,56,1,64.63,1,27.88,5,4,4.5,Yes,Monthly,0
C1100438,68,4,87.06,2,50.68,6,0,3.2,Yes,Annual,0
C1100480,22,1,86.18,2,73.1,10,0,7.9,Yes,Semiannual,1
C1100094,53,26,60.09,3,1.0,8,1,10.0,No,Monthly,0
C1100471,47,22,80.58,1,11.48,11,0,9.1,No,Monthly,0
C1100294,27,42,72.84,2,31.54,4,1,2.3,No,Semiannual,0
C1100262,52,28,80.53,0,1.0,5,0,7.4,No,Monthly,1
C1100101,49,38,68.64,3,1.0,1,0,7.7,No,Semiannual,0
C1100168,22,7,49.36,3,1.0,17,3,10.0,No,Monthly,0
C1100066,78,2,95.02,5,26.73,3,1,4.3,Yes,Monthly,0
C1100315,18,46,81.23,4,29.52,1,0,3.5,No,Semiannual,1
