customer_id,age,tenure_months,monthly_charge_usd,support_calls_last_3m,data_usage_gb,payment_delay_days_avg,complaints_last_6m,satisfaction_score,promotion_used,contract_type,churn
C2100041,34,1,12.0,2,59.14,8,0,10.0,No,Annual,0
C2100361,69,22,69.59,0,40.76,8,0,5.1,Yes,Monthly,0
C2100114,44,1,19.13,1,1.0,12,0,10.0,Yes,Monthly,1
C2100105,41,31,67.67,7,1.0,0,0,9.0,No,Semiannual,0
C2100387,47,24,31.26,5,63.52,0,4,1.5,No,Semiannual,1
C2100046,59,42,49.19,6,1.0,0,1,8.9,No,Annual,0
C2100359,51,1,25.08,5,16.63,7,2,7.5,No,Semiannual,0
C2100044,36,19,42.68,2,31.7,14,0,9.0,Yes,Monthly,0
C2100092,78,13,12.0,7,85.78,0,6,1.0,No,Annual,1
C2100367,44,3,35.06,0,53.17,0,3,6.0,Yes,Monthly,1
C2100456,70,39,55.14,5,17.18,9,1,1.0,No,Monthly,1
C2100235,40,40,102.15,0,78.66,4,0,1.0,No,Monthly,0
C2100010,55,59,27.45,10,22.2,7,2,3.1,No,Semiannual,1
C2100263,78,61,12.0,9,1.0,5,0,10.0,Yes,Semiannual,1
C2100428,20,16,49.55,10,19.65,14,5,2.4,No,Monthly,1
C2100014,56,32,83.44,3,29.28,2,0,1.0,No,Annual,0
C2100278,30,20,89.56,1,1.0,0,0,10.0,No,Semiannual,0
C2100324,33,18,78.65,0,53.61,12,0,4.5,No,Monthly,0
C2100135,41,19,50.92,8,18.03,6,4,4.2,No,Annual,0
C2100364,23,26,30.75,7,42.98,0,5,7.3,Yes,Annual,0
C2100167,78,26,53.38,7,1.0,15,3,1.2,No,Semiannual,0
C2100052,45,17,12.0,0,27.84,0,0,10.0,Yes,Monthly,1
C2100169,28,39,80.52,7,1.0,0,0,7.2,No,Semiannual,0
C2100240,36,32,49.68,10,61.24,11,4,1.0,No,Monthly,1
C2100137,60,32,59.25,7,29.57,8,3,1.0,No,Annual,1
C2100178,33,42,12.0,10,1.0,0,0,10.0,Yes,Annual,1
C2100453,42,3,12.0,8,47.05,3,2,5.7,No,Annual,0
C2100437,51,1,61.85,4,1.0,16,3,8.0,No,Semiannual,0
C2100097,38,1,43.72,0,20.5,12,0,10.0,Yes,Annual,0
C2100386,63,18,45.77,0,14.75,6,0,9.6,Yes,Annual,0
C2100313,44,35,71.56,10,13.06,0,6,1.0,No,Semiannual,0
C2100259,46,17,55.8,4,11.51,0,2,5.6,No,Semiannual,0
C2100023,50,12,56.69,0,7.47,0,0,10.0,Yes,Monthly,0
C2100394,71,3,30.63,0,1.0,30,0,10.0,Yes,Monthly,0
C2100458,69,37,125.88,0,81.4,0,0,1.0,Yes,Monthly,0
C2100508,65,38,91.08,0,8.27,0,0,6.7,No,Annual,0
C2100303,49,26,66.28,0,44.35,6,0,4.7,No,Annual,0
C2100117,43,3,19.4,7,3.75,0,6,9.2,Yes,Semiannual,0
C2100470,32,9,74.48,10,45.84,3,6,1.0,No,Monthly,1
C2100390,43,5,18.17,6,37.76,6,2,6.2,No,Monthly,0
C2100431,36,41,37.23,0,38.41,0,0,10.0,Yes,Semiannual,0
C2100473,55,5,31.05,6,8.6,7,4,6.0,No,Annual,0
C2100332,63,1,36.43,0,69.77,0,5,2.7,Yes,Semiannual,1
C2100256,47,1,55.76,7,19.49,4,5,2.1,No,Monthly,0
C2100179,54,1,75.35,0,30.02,5,1,6.4,Yes,Monthly,1
C2100354,46,26,70.44,1,1.0,0,0,10.0,Yes,Semiannual,0
C2100202,32,29,70.87,8,15.72,3,1,3.8,No,Monthly,1
C2100196,32,1,49.61,6,61.73,9,4,1.2,No,Annual,1
C2100224,56,4,88.48,5,1.0,11,5,1.0,No,Annual,0
C2100422,48,1,48.91,0,43.51,4,4,5.2,Yes,Annual,1
C2100336,32,6,37.58,8,36.29,3,4,4.5,No,Monthly,1
C2100280,42,56,86.7,10,25.47,1,1,1.0,No,Monthly,0
C2100414,24,1,50.57,7,31.77,0,6,5.2,No,Monthly,0
C2100368,40,31,63.33,4,28.22,8,0,4.6,No,Monthly,0
C2100297,72,14,90.7,0,8.49,0,0,10.0,Yes,Semiannual,0
C2100439,45,16,46.26,0,45.6,0,0,7.6,No,Semiannual,0
C2100083,36,1,41.86,5,12.42,12,2,9.1,Yes,Annual,0
C2100056,61,5,15.02,0,77.9,3,0,5.5,No,Monthly,1
C2100425,48,1,50.17,0,1.0,12,0,10.0,No,Monthly,1
C2100501,45,1,54.49,5,23.67,4,5,3.3,No,Monthly,0
C2100416,58,23,18.25,7,1.0,14,0,10.0,No,Monthly,1
C2100048,28,1,53.86,5,46.43,4,3,4.3,No,Annual,1
C2100398,38,2,62.06,2,30.41,0,6,5.4,Yes,Semiannual,1
C2100100,52,8,59.19,0,87.9,9,0,1.2,No,Annual,1
C2100187,29,38,73.98,10,1.0,0,1,4.8,No,Semiannual,0
C2100060,47,23,32.56,6,1.0,8,1,9.6,Yes,Annual,0
C2100070,73,26,65.28,0,11.43,0,0,7.5,Yes,Annual,0
C2100124,58,24,54.93,2,1.0,0,0,10.0,No,Monthly,0
C2100111,32,7,52.0,1,1.0,5,0,10.0,Yes,Semiannual,0
C2100012,45,3,54.56,2,2.89,16,2,8.9,Yes,Semiannual,0
C2100210,24,1,82.22,2,7.98,11,4,8.0,Yes,Annual,0
C2100245,38,14,67.64,0,51.86,6,0,6.1,No,Semiannual,0
C2100214,55,18,12.0,4,34.83,11,0,9.1,No,Annual,0
C2100283,78,36,48.65,0,16.44,7,1,3.2,Yes,Semiannual,0
C2100352,34,26,91.68,0,1.0,0,0,10.0,No,Semiannual,0
C2100073,37,1,78.85,0,30.96,8,3,5.3,No,Semiannual,1
C2100462,70,25,12.0,2,48.11,0,1,5.7,No,Annual,1
C2100090,50,1,12.0,4,25.56,6,2,9.2,No,Annual,0
C2100129,50,34,78.85,0,1.0,0,0,9.5,No,Monthly,0
C2100500,78,30,12.0,4,8.28,12,0,5.4,No,Annual,0
C2100244,32,10,51.17,8,10.16,13,2,6.7,No,Annual,0
C2100393,59,28,12.0,10,17.65,4,2,6.7,No,Annual,1
C2100107,51,7,79.58,0,33.07,1,0,7.4,Yes,Monthly,0
C2100325,51,14,12.0,10,66.05,6,5,1.0,No,Semiannual,1
C2100180,27,1,12.0,10,1.0,11,4,10.0,Yes,Annual,0
C2100467,52,48,53.6,6,15.58,9,3,3.8,Yes,Annual,0
C2100243,31,1,12.0,0,34.39,4,2,10.0,No,Annual,0
C2100309,31,8,57.43,7,34.59,0,4,3.5,No,Annual,1
C2100158,48,1,29.29,5,27.17,1,1,5.7,No,Annual,1
C2100485,53,35,47.3,10,1.0,22,2,3.1,No,Monthly,1
C2100397,44,1,30.48,0,72.27,3,0,5.0,No,Annual,1
C2100027,38,20,71.49,0,18.55,4,0,9.8,No,Semiannual,0
C2100192,48,28,34.01,5,6.42,7,1,8.9,Yes,Monthly,1
C2100141,38,26,39.2,7,26.58,7,3,5.6,Yes,Annual,0
C2100147,41,24,12.0,6,48.24,8,0,8.8,No,Semiannual,0
C2100373,55,4,56.68,0,11.58,0,0,10.0,Yes,Monthly,0
C2100426,29,3,12.0,7,42.57,2,3,9.1,No,Semiannual,0
C2100491,18,2,40.78,9,35.64,10,3,7.2,No,Semiannual,1
C2100463,53,47,91.46,4,49.78,5,0,1.0,No,Semiannual,0
C2100015,55,59,116.75,0,30.54,0,0,1.0,No,Monthly,0
C2100411,53,2,33.95,0,28.53,2,0,10.0,Yes,Annual,1
C2100401,21,31,67.84,10,53.43,15,5,1.0,No,Annual,1
C2100291,32,1,43.48,3,60.73,4,1,4.5,No,Monthly,1
C2100043,32,17,107.34,0,20.03,0,0,9.9,No,Monthly,0
C2100136,78,4,12.0,0,1.0,19,0,10.0,Yes,Semiannual,0
C2100233,53,57,90.71,5,6.86,0,0,1.5,No,Annual,0
C2100400,18,1,55.39,4,40.88,0,6,6.8,Yes,Semiannual,0
C2100363,65,1,75.84,0,67.93,7,2,1.0,No,Monthly,1
C2100486,70,59,12.0,10,1.0,5,0,9.9,No,Annual,1
C2100093,67,32,64.48,0,47.88,6,0,2.5,Yes,Annual,0
C2100381,51,2,51.58,3,1.33,8,4,6.9,Yes,Semiannual,0
C2100191,72,32,72.58,7,9.41,13,3,1.0,No,Annual,0
C2100089,78,44,12.0,0,1.0,0,0,10.0,Yes,Semiannual,0
C2100344,48,8,72.12,0,4.97,2,5,7.3,Yes,Semiannual,0
C2100106,50,31,12.0,8,60.37,0,0,3.5,No,Monthly,1
C2100250,54,22,109.46,4,1.0,21,4,3.3,Yes,Semiannual,1
C2100007,18,30,54.06,6,36.48,7,3,8.5,Yes,Semiannual,0
C2100131,42,43,64.81,10,40.77,10,2,1.0,No,Monthly,1
C2100078,70,33,101.36,0,62.71,7,0,1.3,Yes,Semiannual,0
C2100276,56,1,103.86,2,1.0,19,6,6.9,Yes,Annual,0
C2100447,40,19,61.87,0,5.87,0,0,10.0,Yes,Monthly,0
C2100025,32,1,52.5,3,48.48,3,4,5.2,No,Monthly,1
C2100153,53,6,47.61,2,19.54,14,2,6.2,Yes,Monthly,0
C2100293,51,34,128.98,0,14.11,0,0,9.2,No,Monthly,0
C2100477,19,29,55.47,10,1.0,1,1,9.2,No,Semiannual,0
C2100213,51,9,67.38,7,1.0,13,4,2.4,No,Monthly,1
C2100094,49,17,66.16,0,30.35,2,0,6.9,No,Monthly,0
C2100164,60,31,108.86,0,32.12,0,0,2.9,No,Semiannual,0
C2100450,78,46,23.47,10,1.0,14,1,2.3,No,Monthly,1
C2100116,36,15,62.61,0,40.45,2,0,10.0,Yes,Monthly,1
C2100156,52,6,12.0,8,34.47,0,3,6.5,No,Annual,0
C2100109,36,1,48.56,5,9.83,13,3,7.6,No,Monthly,0
C2100183,46,26,111.98,0,65.06,4,0,1.0,No,Semiannual,0
C2100099,55,15,46.88,1,20.94,10,1,7.0,Yes,Monthly,0
C2100509,46,39,105.19,0,51.5,0,0,1.7,No,Annual,1
C2100144,40,3,12.0,3,49.64,2,2,9.1,Yes,Annual,0
C2100388,38,22,71.32,3,1.0,0,0,10.0,No,Semiannual,0
C2100404,69,36,70.11,0,22.8,3,0,5.7,Yes,Monthly,0
C2100392,32,36,67.43,10,9.6,6,1,3.3,No,Semiannual,0
C2100307,27,40,24.73,10,1.0,16,2,9.7,No,Semiannual,1
C2100317,35,1,16.16,2,39.76,6,2,10.0,No,Semiannual,0
C2100088,48,12,82.68,7,1.0,5,6,3.6,Yes,Semiannual,0
C2100380,41,1,73.54,3,54.48,7,6,1.0,No,Monthly,1
C2100257,49,49,90.13,4,38.48,0,0,1.0,No,Monthly,0
C2100020,61,36,92.86,0,40.45,0,0,1.0,No,Annual,0
C2100360,30,1,76.99,0,67.79,5,3,4.1,Yes,Semiannual,1
C2100229,18,24,69.78,6,3.88,0,0,9.8,No,Semiannual,0
C2100341,31,11,67.42,1,17.13,6,0,9.4,No,Annual,0
C2100438,54,1,28.83,0,72.92,5,0,4.0,No,Monthly,1
C2100284,57,23,50.28,0,40.13,11,0,6.1,Yes,Annual,0
C2100327,58,37,57.23,3,12.07,2,1,5.2,No,Semiannual,0
C2100096,63,22,90.25,0,1.0,0,0,10.0,Yes,Annual,0
C2100030,58,15,29.95,1,49.29,0,3,4.5,Yes,Semiannual,1
C2100186,18,1,17.61,9,1.0,11,2,10.0,Yes,Monthly,0
C2100252,50,1,52.73,2,12.98,18,0,6.4,No,Semiannual,0
C2100423,41,23,53.78,3,1.0,3,0,10.0,No,Monthly,0
C2100045,64,36,43.92,7,19.86,4,4,1.0,No,Semiannual,0
C2100200,58,59,95.21,4,17.64,0,0,1.0,No,Semiannual,0
C2100054,69,31,79.23,0,19.36,0,0,4.6,No,Annual,0
C2100103,46,1,12.28,5,25.01,4,2,8.1,No,Annual,0
C2100216,58,1,28.21,0,68.86,0,3,2.3,No,Monthly,1
C2100077,56,1,37.03,0,46.31,2,1,5.2,No,Annual,1
C2100290,52,45,61.75,10,11.6,2,6,1.0,No,Annual,0
C2100475,50,1,61.08,0,87.93,1,3,1.0,No,Semiannual,1
C2100098,78,28,25.67,5,1.0,9,2,4.2,No,Semiannual,0
C2100087,43,1,12.0,2,45.03,4,1,9.9,No,Monthly,0
C2100047,35,1,25.27,6,1.0,10,1,10.0,No,Annual,1
C2100427,25,13,56.46,3,22.68,9,1,9.2,Yes,Annual,0
C2100498,64,24,76.44,0,20.68,3,0,6.0,Yes,Semiannual,0
C2100031,46,57,34.62,9,23.83,3,2,4.7,Yes,Semiannual,1
C2100472,43,15,84.91,10,14.69,4,6,1.0,No,Semiannual,0
C2100232,68,41,77.39,0,55.46,8,0,1.0,No,Annual,0
C2100355,63,1,26.5,0,9.67,0,3,9.1,Yes,Annual,1
C2100199,43,15,35.47,4,8.0,4,2,9.9,Yes,Semiannual,0
C2100173,78,54,108.25,0,32.73,0,0,1.1,No,Monthly,0
C2100146,42,1,32.56,0,12.55,23,0,10.0,Yes,Monthly,0
C2100176,54,3,17.1,2,12.49,16,0,10.0,Yes,Semiannual,0
C2100511,51,47,27.76,10,28.3,11,4,1.0,No,Semiannual,1
C2100157,37,10,33.36,0,23.08,12,0,10.0,Yes,Monthly,0
C2100461,44,11,51.19,4,34.09,2,3,3.7,No,Semiannual,1
C2100328,53,28,72.84,1,35.18,7,0,2.4,No,Annual,0
C2100061,32,17,65.57,3,23.78,7,0,6.9,No,Semiannual,0
C2100321,78,68,60.61,10,1.0,6,2,1.0,No,Annual,1
C2100516,62,34,28.18,10,23.69,12,4,1.0,No,Monthly,1
C2100125,52,25,96.45,0,44.07,0,0,5.2,No,Monthly,0
C2100166,48,1,12.0,0,1.0,2,0,10.0,Yes,Annual,0
C2100242,63,42,76.56,1,47.11,5,1,1.0,No,Monthly,0
C2100289,73,8,60.61,8,1.0,8,6,1.0,No,Monthly,1
C2100378,18,7,44.96,4,3.08,8,0,10.0,Yes,Annual,0
C2100371,36,36,35.0,7,52.74,0,3,3.9,No,Annual,1
C2100499,56,29,68.43,0,67.78,13,0,1.0,No,Annual,0
C2100266,43,1,63.96,3,5.23,12,3,6.3,No,Monthly,0
C2100503,57,16,65.0,0,37.45,6,0,6.9,Yes,Monthly,0
C2100130,35,1,56.9,3,29.35,11,3,6.1,No,Semiannual,1
C2100301,43,6,12.0,5,32.81,2,3,8.2,No,Monthly,0
C2100337,49,32,44.4,7,15.33,12,2,4.5,No,Annual,0
C2100479,62,1,15.02,0,82.24,0,0,3.1,No,Semiannual,1
C2100351,37,1,12.0,5,41.62,5,1,9.9,No,Annual,0
C2100295,18,6,31.95,8,61.5,0,3,5.3,No,Annual,0
C2100277,57,41,102.36,0,65.55,1,0,1.0,No,Annual,0
C2100356,64,53,120.34,0,38.66,0,0,1.2,No,Semiannual,0
C2100086,38,1,39.45,3,54.56,0,2,4.9,No,Semiannual,1
C2100204,43,34,69.16,0,9.21,0,0,8.5,No,Monthly,0
C2100102,40,5,33.36,2,14.8,18,0,10.0,Yes,Monthly,0
C2100175,60,31,82.95,0,67.36,0,0,1.0,Yes,Monthly,0
C2100057,46,6,32.47,3,13.88,12,1,9.7,Yes,Annual,0
C2100055,34,1,86.01,6,13.17,4,6,1.9,No,Annual,0
C2100063,53,37,71.06,7,1.0,0,2,4.7,No,Monthly,0
C2100074,52,1,86.11,8,1.0,8,6,1.0,No,Annual,0
C2100118,32,1,35.97,1,15.03,5,4,10.0,Yes,Annual,0
C2100212,58,44,70.23,8,1.0,17,3,1.1,No,Semiannual,0
C2100016,60,45,83.84,3,41.79,0,1,1.0,No,Monthly,0
C2100075,31,21,40.51,10,37.08,0,2,3.0,No,Monthly,1
C2100022,68,34,63.12,4,1.0,0,0,6.0,No,Monthly,0
C2100215,55,19,62.22,0,20.03,1,0,8.9,Yes,Monthly,0
C2100312,43,7,53.05,0,2.85,28,0,10.0,Yes,Annual,0
C2100372,47,11,36.79,0,83.29,3,2,6.0,Yes,Monthly,1
C2100018,43,36,71.97,8,12.8,9,4,2.0,Yes,Semiannual,0
C2100193,44,18,44.63,7,23.52,0,5,4.1,No,Semiannual,1
C2100151,40,35,101.49,0,16.86,0,0,5.4,No,Semiannual,0
C2100032,26,18,38.41,6,64.75,13,0,4.4,No,Semiannual,0
C2100436,48,1,70.57,3,3.0,11,4,4.8,No,Annual,0
C2100139,35,8,40.93,4,19.17,9,2,8.9,Yes,Annual,0
C2100226,39,26,85.61,0,49.28,9,0,2.5,No,Annual,0
C2100112,46,1,45.07,4,16.53,9,3,6.2,No,Semiannual,0
C2100008,52,28,37.7,8,9.39,11,2,5.1,No,Semiannual,0
C2100079,50,27,65.77,5,30.89,1,2,1.3,No,Annual,0
C2100413,31,1,57.01,5,41.12,14,1,4.3,No,Semiannual,0
C2100084,58,24,44.54,4,6.02,14,2,6.6,Yes,Monthly,0
C2100285,37,14,61.95,0,52.33,7,0,5.4,No,Semiannual,1
C2100076,57,20,38.83,0,29.65,0,0,9.2,Yes,Monthly,0
C2100466,35,1,60.02,0,1.0,9,0,10.0,Yes,Annual,1
C2100003,62,67,107.03,10,1.0,14,6,1.0,Yes,Monthly,1
C2100299,46,1,36.8,4,12.58,4,5,7.7,No,Semiannual,1
C2100080,50,55,110.43,8,5.86,12,6,1.0,Yes,Annual,0
C2100270,20,1,62.06,0,22.99,5,0,10.0,Yes,Monthly,1
C2100209,53,31,86.33,0,37.15,3,0,1.5,No,Monthly,0
C2100451,53,42,72.68,2,29.21,3,0,2.6,No,Semiannual,0
C2100415,65,21,32.42,8,19.76,10,3,1.6,No,Annual,0
C2100340,52,24,67.46,7,1.0,12,4,4.6,No,Annual,0
C2100320,44,10,59.82,3,68.76,2,4,1.0,No,Monthly,1
C2100198,60,43,32.58,10,25.21,11,4,1.0,No,Semiannual,0
C2100350,63,14,29.37,4,4.25,14,0,7.1,No,Semiannual,1
C2100358,61,24,86.71,0,39.36,0,0,2.4,No,Monthly,0
C2100140,31,13,61.65,4,1.0,0,0,10.0,No,Semiannual,0
C2100168,71,49,31.56,10,6.27,9,3,1.0,No,Semiannual,0
C2100464,57,1,59.51,4,69.82,3,6,1.0,No,Annual,1
C2100279,27,1,30.42,3,27.36,4,4,10.0,No,Annual,0
C2100348,31,13,15.76,4,67.06,5,1,7.3,No,Annual,0
C2100101,43,24,19.72,6,42.02,4,2,6.3,Yes,Annual,0
C2100306,64,1,18.81,0,60.45,1,3,4.1,No,Semiannual,0
C2100504,54,1,40.05,1,46.01,4,3,3.7,No,Annual,1
C2100514,78,40,18.45,6,1.64,4,1,3.8,No,Annual,1
C2100311,53,51,103.41,0,79.6,0,0,1.0,No,Monthly,0
C2100322,35,1,91.13,0,1.0,12,0,10.0,No,Monthly,1
C2100478,43,2,44.35,4,1.0,16,0,10.0,No,Monthly,1
C2100155,78,39,25.01,10,10.63,12,3,1.0,No,Semiannual,1
C2100132,50,20,15.03,4,44.52,0,0,6.5,No,Monthly,0
C2100490,46,22,66.97,1,36.8,5,0,4.2,No,Monthly,0
C2100271,54,14,32.22,9,16.52,0,5,2.6,No,Annual,0
C2100115,26,1,34.28,1,44.07,7,2,9.9,No,Monthly,0
C2100218,58,54,59.36,7,17.87,13,2,1.3,Yes,Semiannual,1
C2100505,44,16,30.0,4,27.52,3,3,7.5,Yes,Monthly,0
C2100403,53,19,12.0,10,22.81,9,4,2.1,No,Semiannual,1
C2100091,38,7,37.56,3,56.89,3,0,4.9,No,Annual,1
C2100211,44,15,12.0,8,73.32,0,2,6.2,No,Annual,0
C2100227,53,29,77.36,2,1.6,0,0,5.5,No,Monthly,0
C2100481,69,38,140.29,0,19.81,0,0,2.3,No,Monthly,0
C2100493,43,4,62.48,6,24.72,0,6,2.1,No,Annual,1
C2100300,58,1,28.0,3,51.73,2,3,2.0,No,Semiannual,0
C2100152,67,72,31.22,10,33.37,11,3,1.0,No,Monthly,1
C2100365,51,26,79.28,0,86.75,10,1,1.0,No,Monthly,0
C2100377,39,4,38.5,5,35.18,9,2,6.0,No,Annual,0
C2100375,52,20,12.0,6,13.05,0,1,9.2,No,Monthly,1
C2100345,46,23,75.52,3,3.35,0,1,5.4,No,Semiannual,0
C2100449,49,23,18.6,5,31.13,10,0,7.4,No,Semiannual,0
C2100264,52,48,56.76,10,1.0,5,1,2.9,No,Semiannual,0
C2100260,64,32,78.34,0,20.4,3,0,2.9,No,Semiannual,0
C2100444,48,41,58.89,10,1.0,1,2,2.3,No,Annual,0
C2100452,78,27,38.98,4,1.0,18,1,3.7,No,Semiannual,0
C2100460,46,35,53.14,8,17.03,11,3,3.7,Yes,Annual,0
C2100037,31,1,62.82,2,36.66,3,2,6.1,No,Monthly,1
C2100374,45,8,12.0,6,33.98,8,0,8.3,No,Semiannual,0
C2100335,39,25,45.85,10,19.52,0,6,1.7,No,Annual,1
C2100395,33,26,72.28,1,1.0,0,0,10.0,No,Monthly,0
C2100159,39,1,68.31,4,2.27,7,6,6.0,No,Semiannual,0
C2100496,46,16,57.54,7,32.8,0,6,1.0,No,Semiannual,1
C2100001,55,45,145.08,0,36.97,0,0,1.0,No,Annual,0
C2100042,57,1,12.0,0,40.67,12,0,10.0,No,Semiannual,0
C2100035,18,1,12.0,3,62.22,5,0,10.0,No,Monthly,0
C2100412,50,1,93.56,3,1.0,15,5,3.5,Yes,Annual,0
C2100471,43,25,12.0,6,61.68,13,0,6.3,No,Semiannual,0
C2100069,48,2,28.71,0,9.14,8,0,10.0,Yes,Monthly,0
C2100330,59,26,24.54,1,90.27,0,2,1.0,No,Monthly,1
C2100011,78,14,12.0,3,60.01,0,0,5.3,No,Semiannual,0
C2100517,67,28,106.46,0,74.81,8,0,1.0,No,Semiannual,0
C2100434,56,30,123.82,0,55.6,0,0,5.5,Yes,Semiannual,0
C2100238,50,34,31.16,7,27.23,7,3,4.6,No,Semiannual,0
C2100190,51,1,14.9,4,27.54,4,2,7.9,No,Semiannual,0
C2100482,48,27,47.63,5,49.24,0,6,1.0,Yes,Annual,1
C2100515,42,45,65.46,10,13.41,17,4,1.0,No,Monthly,1
C2100258,67,53,22.32,8,9.41,17,0,4.7,No,Annual,0
C2100298,58,23,66.92,2,1.0,0,1,8.9,No,Annual,0
C2100194,43,15,34.66,6,58.0,0,2,2.3,No,Annual,0
C2100349,33,8,66.52,8,33.41,10,4,1.4,No,Monthly,1
C2100039,67,49,104.04,0,52.63,1,0,1.0,No,Semiannual,0
C2100095,78,50,86.39,0,20.94,1,0,1.1,No,Semiannual,0
C2100004,29,4,68.01,5,15.62,14,3,6.4,No,Semiannual,0
